pano_id,cx,cy,label,heading,img_id,pano_yaw_deg
mWJQeFfnbCJzgRkdTYC_yA,,,,45,13501_45,301.02
mWJQeFfnbCJzgRkdTYC_yA,,,,135,13501_135,301.02
mWJQeFfnbCJzgRkdTYC_yA,,,,225,13501_225,301.02
mWJQeFfnbCJzgRkdTYC_yA,,,,315,13501_315,301.02
bmQyAg0kt4l9E_iKxSGBug,,,,45,13502_45,90.11
bmQyAg0kt4l9E_iKxSGBug,,,,135,13502_135,90.11
bmQyAg0kt4l9E_iKxSGBug,,,,225,13502_225,90.11
bmQyAg0kt4l9E_iKxSGBug,,,,315,13502_315,90.11
LQC1_i4xgUALT3yfC32Oxg,,,,45,13503_45,288.27
LQC1_i4xgUALT3yfC32Oxg,,,,135,13503_135,288.27
LQC1_i4xgUALT3yfC32Oxg,,,,225,13503_225,288.27
LQC1_i4xgUALT3yfC32Oxg,,,,315,13503_315,288.27
2llOZC59CbTlz0k9WWo-Fw,,,,45,13504_45,92.549995
2llOZC59CbTlz0k9WWo-Fw,,,,135,13504_135,92.549995
2llOZC59CbTlz0k9WWo-Fw,,,,225,13504_225,92.549995
2llOZC59CbTlz0k9WWo-Fw,,,,315,13504_315,92.549995
ybMjfJeEQhzpX71MBRZZtw,,,,45,13505_45,1.8199999
ybMjfJeEQhzpX71MBRZZtw,,,,135,13505_135,1.8199999
ybMjfJeEQhzpX71MBRZZtw,,,,225,13505_225,1.8199999
ybMjfJeEQhzpX71MBRZZtw,,,,315,13505_315,1.8199999
EcbEwv6ExMY_BkQ9K2IlkQ,,,,45,13506_45,38.649998
EcbEwv6ExMY_BkQ9K2IlkQ,,,,135,13506_135,38.649998
EcbEwv6ExMY_BkQ9K2IlkQ,,,,225,13506_225,38.649998
EcbEwv6ExMY_BkQ9K2IlkQ,,,,315,13506_315,38.649998
_iJtB-KEZKM3TMXkXzY_xg,,,,45,13507_45,229.87
_iJtB-KEZKM3TMXkXzY_xg,,,,135,13507_135,229.87
_iJtB-KEZKM3TMXkXzY_xg,,,,225,13507_225,229.87
_iJtB-KEZKM3TMXkXzY_xg,,,,315,13507_315,229.87
oDB8wnLNYArBR2w2I_mbGg,,,,45,13508_45,20.3
oDB8wnLNYArBR2w2I_mbGg,,,,135,13508_135,20.3
oDB8wnLNYArBR2w2I_mbGg,,,,225,13508_225,20.3
oDB8wnLNYArBR2w2I_mbGg,,,,315,13508_315,20.3
0ln9-ziHQ0VOesChxk3sMA,,,,45,13509_45,319.65
0ln9-ziHQ0VOesChxk3sMA,,,,135,13509_135,319.65
0ln9-ziHQ0VOesChxk3sMA,,,,225,13509_225,319.65
0ln9-ziHQ0VOesChxk3sMA,,,,315,13509_315,319.65
IUzhjNP2YD4JEZf_XaejbA,,,,45,1351_45,268.08
IUzhjNP2YD4JEZf_XaejbA,,,,135,1351_135,268.08
IUzhjNP2YD4JEZf_XaejbA,,,,225,1351_225,268.08
IUzhjNP2YD4JEZf_XaejbA,,,,315,1351_315,268.08
nid2IKtx27D8iwKTbTfUMg,,,,45,13510_45,273.85
nid2IKtx27D8iwKTbTfUMg,,,,135,13510_135,273.85
nid2IKtx27D8iwKTbTfUMg,,,,225,13510_225,273.85
nid2IKtx27D8iwKTbTfUMg,,,,315,13510_315,273.85
rVyRmWR0ZfaGM11-mBHAYg,,,,45,13511_45,37.739998
rVyRmWR0ZfaGM11-mBHAYg,,,,135,13511_135,37.739998
rVyRmWR0ZfaGM11-mBHAYg,,,,225,13511_225,37.739998
rVyRmWR0ZfaGM11-mBHAYg,,,,315,13511_315,37.739998
RAmdn60e3zsrt1joNOx9Xg,,,,45,13512_45,193.26
RAmdn60e3zsrt1joNOx9Xg,,,,135,13512_135,193.26
RAmdn60e3zsrt1joNOx9Xg,,,,225,13512_225,193.26
RAmdn60e3zsrt1joNOx9Xg,,,,315,13512_315,193.26
qG2iz6CxmDmHWETKD6CgSA,445.0,414.0,1.0,45,13513_45,194.53
qG2iz6CxmDmHWETKD6CgSA,247.0,420.0,1.0,135,13513_135,194.53
qG2iz6CxmDmHWETKD6CgSA,,,,225,13513_225,194.53
qG2iz6CxmDmHWETKD6CgSA,429.0,454.0,1.0,315,13513_315,194.53
sqmsaocwwWdNs0tth8ACsw,,,,45,13514_45,292.97997999999995
sqmsaocwwWdNs0tth8ACsw,,,,135,13514_135,292.97997999999995
sqmsaocwwWdNs0tth8ACsw,,,,225,13514_225,292.97997999999995
sqmsaocwwWdNs0tth8ACsw,,,,315,13514_315,292.97997999999995
DsAAOke0fOtGnfbgG4Ggcw,,,,45,13515_45,33.149998
DsAAOke0fOtGnfbgG4Ggcw,,,,135,13515_135,33.149998
DsAAOke0fOtGnfbgG4Ggcw,,,,225,13515_225,33.149998
DsAAOke0fOtGnfbgG4Ggcw,,,,315,13515_315,33.149998
J8Cjtjy6mwuJZoAuS-cGOQ,,,,45,13516_45,12.34
J8Cjtjy6mwuJZoAuS-cGOQ,,,,135,13516_135,12.34
J8Cjtjy6mwuJZoAuS-cGOQ,,,,225,13516_225,12.34
J8Cjtjy6mwuJZoAuS-cGOQ,,,,315,13516_315,12.34
nITyNj8BTztzijCDIzwG8Q,,,,45,13517_45,183.48998999999998
nITyNj8BTztzijCDIzwG8Q,,,,135,13517_135,183.48998999999998
nITyNj8BTztzijCDIzwG8Q,,,,225,13517_225,183.48998999999998
nITyNj8BTztzijCDIzwG8Q,,,,315,13517_315,183.48998999999998
cIBZE6cP2Sj4685f_BBJlA,,,,45,13518_45,306.59
cIBZE6cP2Sj4685f_BBJlA,,,,135,13518_135,306.59
cIBZE6cP2Sj4685f_BBJlA,,,,225,13518_225,306.59
cIBZE6cP2Sj4685f_BBJlA,,,,315,13518_315,306.59
3RXsJ1LY3hGSpGVsLEJErQ,,,,45,13519_45,52.699996999999996
3RXsJ1LY3hGSpGVsLEJErQ,,,,135,13519_135,52.699996999999996
3RXsJ1LY3hGSpGVsLEJErQ,,,,225,13519_225,52.699996999999996
3RXsJ1LY3hGSpGVsLEJErQ,,,,315,13519_315,52.699996999999996
N5SH9rpryvqJm7rmvBswYg,,,,45,1352_45,180.93
N5SH9rpryvqJm7rmvBswYg,,,,135,1352_135,180.93
N5SH9rpryvqJm7rmvBswYg,,,,225,1352_225,180.93
N5SH9rpryvqJm7rmvBswYg,,,,315,1352_315,180.93
uJl_We7Vp3bxn5a5aWK5_Q,,,,45,13520_45,97.31
uJl_We7Vp3bxn5a5aWK5_Q,,,,135,13520_135,97.31
uJl_We7Vp3bxn5a5aWK5_Q,,,,225,13520_225,97.31
uJl_We7Vp3bxn5a5aWK5_Q,,,,315,13520_315,97.31
6ebwE8u-JEVSil6BSYbeLw,,,,45,13521_45,8.67
6ebwE8u-JEVSil6BSYbeLw,,,,135,13521_135,8.67
6ebwE8u-JEVSil6BSYbeLw,,,,225,13521_225,8.67
6ebwE8u-JEVSil6BSYbeLw,,,,315,13521_315,8.67
BN6HwxbQmaBFpNDvKMKdGw,,,,45,13522_45,89.14
BN6HwxbQmaBFpNDvKMKdGw,,,,135,13522_135,89.14
BN6HwxbQmaBFpNDvKMKdGw,,,,225,13522_225,89.14
BN6HwxbQmaBFpNDvKMKdGw,,,,315,13522_315,89.14
C8IZbgqsAaS7mEaa_kC9hw,,,,45,13523_45,12.059999000000001
C8IZbgqsAaS7mEaa_kC9hw,,,,135,13523_135,12.059999000000001
C8IZbgqsAaS7mEaa_kC9hw,,,,225,13523_225,12.059999000000001
C8IZbgqsAaS7mEaa_kC9hw,,,,315,13523_315,12.059999000000001
u6HJ2OX4o1CqNo_fnCe6EA,,,,45,13524_45,189.78
u6HJ2OX4o1CqNo_fnCe6EA,,,,135,13524_135,189.78
u6HJ2OX4o1CqNo_fnCe6EA,,,,225,13524_225,189.78
u6HJ2OX4o1CqNo_fnCe6EA,,,,315,13524_315,189.78
X_x5ifx_dYR0pxTTFfmr4w,,,,45,13525_45,56.59
X_x5ifx_dYR0pxTTFfmr4w,,,,135,13525_135,56.59
X_x5ifx_dYR0pxTTFfmr4w,,,,225,13525_225,56.59
X_x5ifx_dYR0pxTTFfmr4w,,,,315,13525_315,56.59
Yjdh1GNs_uRZxduDCTZ1PA,,,,45,13526_45,321.24
Yjdh1GNs_uRZxduDCTZ1PA,,,,135,13526_135,321.24
Yjdh1GNs_uRZxduDCTZ1PA,,,,225,13526_225,321.24
Yjdh1GNs_uRZxduDCTZ1PA,,,,315,13526_315,321.24
DI8oDeyw5StlIAFzYrs5LQ,,,,45,13527_45,89.50999499999999
DI8oDeyw5StlIAFzYrs5LQ,,,,135,13527_135,89.50999499999999
DI8oDeyw5StlIAFzYrs5LQ,,,,225,13527_225,89.50999499999999
DI8oDeyw5StlIAFzYrs5LQ,,,,315,13527_315,89.50999499999999
ZTQbTL8pvWWmDlgAycQYKA,,,,45,13528_45,93.579994
ZTQbTL8pvWWmDlgAycQYKA,,,,135,13528_135,93.579994
ZTQbTL8pvWWmDlgAycQYKA,,,,225,13528_225,93.579994
ZTQbTL8pvWWmDlgAycQYKA,,,,315,13528_315,93.579994
kakZvCAlBwG9qqzr5WitCw,,,,45,13529_45,30.96
kakZvCAlBwG9qqzr5WitCw,,,,135,13529_135,30.96
kakZvCAlBwG9qqzr5WitCw,,,,225,13529_225,30.96
kakZvCAlBwG9qqzr5WitCw,,,,315,13529_315,30.96
A5ubaJNue0LOU1pgafddUQ,,,,45,1353_45,178.26
A5ubaJNue0LOU1pgafddUQ,,,,135,1353_135,178.26
A5ubaJNue0LOU1pgafddUQ,,,,225,1353_225,178.26
A5ubaJNue0LOU1pgafddUQ,,,,315,1353_315,178.26
46nyBEmzuEN8LJLHmTaKDA,,,,45,13530_45,190.65999
46nyBEmzuEN8LJLHmTaKDA,,,,135,13530_135,190.65999
46nyBEmzuEN8LJLHmTaKDA,,,,225,13530_225,190.65999
46nyBEmzuEN8LJLHmTaKDA,,,,315,13530_315,190.65999
tOvW9nxwlN-Ns3Fy4AIFqw,,,,45,13531_45,13.299999
tOvW9nxwlN-Ns3Fy4AIFqw,,,,135,13531_135,13.299999
tOvW9nxwlN-Ns3Fy4AIFqw,,,,225,13531_225,13.299999
tOvW9nxwlN-Ns3Fy4AIFqw,,,,315,13531_315,13.299999
XjcQMZAwQSqYtRdYPMUkUQ,,,,45,13532_45,169.98998999999998
XjcQMZAwQSqYtRdYPMUkUQ,,,,135,13532_135,169.98998999999998
XjcQMZAwQSqYtRdYPMUkUQ,,,,225,13532_225,169.98998999999998
XjcQMZAwQSqYtRdYPMUkUQ,,,,315,13532_315,169.98998999999998
_dGh8yeCOUVxYywhcluYAg,,,,45,13533_45,231.87
_dGh8yeCOUVxYywhcluYAg,,,,135,13533_135,231.87
_dGh8yeCOUVxYywhcluYAg,,,,225,13533_225,231.87
_dGh8yeCOUVxYywhcluYAg,,,,315,13533_315,231.87
YhyxT_Msmdbt7BYYycGHpA,,,,45,13534_45,205.65999
YhyxT_Msmdbt7BYYycGHpA,,,,135,13534_135,205.65999
YhyxT_Msmdbt7BYYycGHpA,,,,225,13534_225,205.65999
YhyxT_Msmdbt7BYYycGHpA,,,,315,13534_315,205.65999
28EaJsg9A-bquUEQc4sAmQ,,,,45,13535_45,324.82
28EaJsg9A-bquUEQc4sAmQ,,,,135,13535_135,324.82
28EaJsg9A-bquUEQc4sAmQ,,,,225,13535_225,324.82
28EaJsg9A-bquUEQc4sAmQ,,,,315,13535_315,324.82
y6tGfCkGKSzpJ77vLYJswQ,,,,45,13536_45,227.45999
y6tGfCkGKSzpJ77vLYJswQ,,,,135,13536_135,227.45999
y6tGfCkGKSzpJ77vLYJswQ,,,,225,13536_225,227.45999
y6tGfCkGKSzpJ77vLYJswQ,,,,315,13536_315,227.45999
6WhyfPjqD0zcUF-k0qBqWw,,,,45,13537_45,7.759999799999999
6WhyfPjqD0zcUF-k0qBqWw,,,,135,13537_135,7.759999799999999
6WhyfPjqD0zcUF-k0qBqWw,,,,225,13537_225,7.759999799999999
6WhyfPjqD0zcUF-k0qBqWw,,,,315,13537_315,7.759999799999999
5PI8nRFZQ0YAxI1BCPYFUg,166.0,328.0,5.0,45,13538_45,13.53
5PI8nRFZQ0YAxI1BCPYFUg,566.0,439.0,5.0,135,13538_135,13.53
5PI8nRFZQ0YAxI1BCPYFUg,44.0,387.0,5.0,225,13538_225,13.53
5PI8nRFZQ0YAxI1BCPYFUg,615.0,382.0,5.0,315,13538_315,13.53
1068TSnFM42QWgwpIEl9rQ,,,,45,13539_45,87.07
1068TSnFM42QWgwpIEl9rQ,,,,135,13539_135,87.07
1068TSnFM42QWgwpIEl9rQ,,,,225,13539_225,87.07
1068TSnFM42QWgwpIEl9rQ,,,,315,13539_315,87.07
lBaGBvfz_NaE1ICz5t_f4w,,,,45,1354_45,355.0
lBaGBvfz_NaE1ICz5t_f4w,,,,135,1354_135,355.0
lBaGBvfz_NaE1ICz5t_f4w,,,,225,1354_225,355.0
lBaGBvfz_NaE1ICz5t_f4w,,,,315,1354_315,355.0
azCnpXJM6LP-LMp0-Qzu1A,,,,45,13540_45,244.68
azCnpXJM6LP-LMp0-Qzu1A,,,,135,13540_135,244.68
azCnpXJM6LP-LMp0-Qzu1A,,,,225,13540_225,244.68
azCnpXJM6LP-LMp0-Qzu1A,,,,315,13540_315,244.68
A8FvFXIhVP4qBK057AK1jQ,,,,45,13541_45,80.50999499999999
A8FvFXIhVP4qBK057AK1jQ,,,,135,13541_135,80.50999499999999
A8FvFXIhVP4qBK057AK1jQ,,,,225,13541_225,80.50999499999999
A8FvFXIhVP4qBK057AK1jQ,,,,315,13541_315,80.50999499999999
S9DfIOUr98UcHOL5DrY_EQ,,,,45,13543_45,197.33
S9DfIOUr98UcHOL5DrY_EQ,,,,135,13543_135,197.33
S9DfIOUr98UcHOL5DrY_EQ,,,,225,13543_225,197.33
S9DfIOUr98UcHOL5DrY_EQ,,,,315,13543_315,197.33
nPhm_y2-OcGDIyedl1xTnA,,,,45,13544_45,85.36
nPhm_y2-OcGDIyedl1xTnA,,,,135,13544_135,85.36
nPhm_y2-OcGDIyedl1xTnA,,,,225,13544_225,85.36
nPhm_y2-OcGDIyedl1xTnA,,,,315,13544_315,85.36
WrLiEXz199VWQmBoH6BN0Q,,,,45,13545_45,324.99
WrLiEXz199VWQmBoH6BN0Q,,,,135,13545_135,324.99
WrLiEXz199VWQmBoH6BN0Q,,,,225,13545_225,324.99
WrLiEXz199VWQmBoH6BN0Q,,,,315,13545_315,324.99
XEOwW-zc__sWEJg9uFeMSQ,,,,45,13546_45,214.98998999999998
XEOwW-zc__sWEJg9uFeMSQ,,,,135,13546_135,214.98998999999998
XEOwW-zc__sWEJg9uFeMSQ,,,,225,13546_225,214.98998999999998
XEOwW-zc__sWEJg9uFeMSQ,,,,315,13546_315,214.98998999999998
ABj40Dm9XYmqH_ppQ9uKMA,,,,45,13547_45,126.2
ABj40Dm9XYmqH_ppQ9uKMA,,,,135,13547_135,126.2
ABj40Dm9XYmqH_ppQ9uKMA,,,,225,13547_225,126.2
ABj40Dm9XYmqH_ppQ9uKMA,,,,315,13547_315,126.2
MNJTTKkuwiA59fV-uO68-w,,,,45,13548_45,47.309998
MNJTTKkuwiA59fV-uO68-w,,,,135,13548_135,47.309998
MNJTTKkuwiA59fV-uO68-w,,,,225,13548_225,47.309998
MNJTTKkuwiA59fV-uO68-w,,,,315,13548_315,47.309998
UdA8tAAe7cG7d_ZsZD2Giw,,,,45,13549_45,279.71
UdA8tAAe7cG7d_ZsZD2Giw,,,,135,13549_135,279.71
UdA8tAAe7cG7d_ZsZD2Giw,,,,225,13549_225,279.71
UdA8tAAe7cG7d_ZsZD2Giw,,,,315,13549_315,279.71
v1MRPuC2olUlrJ1BAXwawA,,,,45,1355_45,57.719997
v1MRPuC2olUlrJ1BAXwawA,,,,135,1355_135,57.719997
v1MRPuC2olUlrJ1BAXwawA,,,,225,1355_225,57.719997
v1MRPuC2olUlrJ1BAXwawA,,,,315,1355_315,57.719997
vKYWGd18iyZXkQI_Cu5U2w,,,,45,13550_45,298.6
vKYWGd18iyZXkQI_Cu5U2w,,,,135,13550_135,298.6
vKYWGd18iyZXkQI_Cu5U2w,,,,225,13550_225,298.6
vKYWGd18iyZXkQI_Cu5U2w,,,,315,13550_315,298.6
a8WpgjvlVS0abucCWp2BqA,,,,45,13551_45,270.77
a8WpgjvlVS0abucCWp2BqA,,,,135,13551_135,270.77
a8WpgjvlVS0abucCWp2BqA,,,,225,13551_225,270.77
a8WpgjvlVS0abucCWp2BqA,,,,315,13551_315,270.77
ae7dBZ3nQaTjxHoFc7fnpg,,,,45,13552_45,178.73
ae7dBZ3nQaTjxHoFc7fnpg,,,,135,13552_135,178.73
ae7dBZ3nQaTjxHoFc7fnpg,,,,225,13552_225,178.73
ae7dBZ3nQaTjxHoFc7fnpg,,,,315,13552_315,178.73
_nk2N10C7c0qAUWuOjmkEw,,,,45,13553_45,228.11
_nk2N10C7c0qAUWuOjmkEw,,,,135,13553_135,228.11
_nk2N10C7c0qAUWuOjmkEw,,,,225,13553_225,228.11
_nk2N10C7c0qAUWuOjmkEw,,,,315,13553_315,228.11
OOJ7EeeXRkM_deG3fnS5tw,,,,45,13554_45,269.08
OOJ7EeeXRkM_deG3fnS5tw,,,,135,13554_135,269.08
OOJ7EeeXRkM_deG3fnS5tw,,,,225,13554_225,269.08
OOJ7EeeXRkM_deG3fnS5tw,,,,315,13554_315,269.08
Do5G10RIhtEjr4rVfbmJkQ,,,,45,13555_45,87.75999499999999
Do5G10RIhtEjr4rVfbmJkQ,,,,135,13555_135,87.75999499999999
Do5G10RIhtEjr4rVfbmJkQ,,,,225,13555_225,87.75999499999999
Do5G10RIhtEjr4rVfbmJkQ,,,,315,13555_315,87.75999499999999
_2HR2Z5jVc19tlQs9oB-7g,,,,45,13556_45,269.9
_2HR2Z5jVc19tlQs9oB-7g,,,,135,13556_135,269.9
_2HR2Z5jVc19tlQs9oB-7g,,,,225,13556_225,269.9
_2HR2Z5jVc19tlQs9oB-7g,,,,315,13556_315,269.9
Qb5ZWN6wLkIAt-tPq_S5og,,,,45,13557_45,270.57
Qb5ZWN6wLkIAt-tPq_S5og,,,,135,13557_135,270.57
Qb5ZWN6wLkIAt-tPq_S5og,,,,225,13557_225,270.57
Qb5ZWN6wLkIAt-tPq_S5og,,,,315,13557_315,270.57
tdSlle0y2othmCeUAUkc5g,,,,45,13558_45,92.29
tdSlle0y2othmCeUAUkc5g,,,,135,13558_135,92.29
tdSlle0y2othmCeUAUkc5g,,,,225,13558_225,92.29
tdSlle0y2othmCeUAUkc5g,,,,315,13558_315,92.29
HE3P0QtOAsx1WCteiykFrA,,,,45,13559_45,312.1
HE3P0QtOAsx1WCteiykFrA,,,,135,13559_135,312.1
HE3P0QtOAsx1WCteiykFrA,,,,225,13559_225,312.1
HE3P0QtOAsx1WCteiykFrA,,,,315,13559_315,312.1
JgEapCgmWtBiooERJU5nUA,,,,45,1356_45,186.2
JgEapCgmWtBiooERJU5nUA,,,,135,1356_135,186.2
JgEapCgmWtBiooERJU5nUA,,,,225,1356_225,186.2
JgEapCgmWtBiooERJU5nUA,,,,315,1356_315,186.2
B2YFNMw7KbfjHvakVdcsZg,,,,45,13560_45,166.43
B2YFNMw7KbfjHvakVdcsZg,,,,135,13560_135,166.43
B2YFNMw7KbfjHvakVdcsZg,,,,225,13560_225,166.43
B2YFNMw7KbfjHvakVdcsZg,,,,315,13560_315,166.43
RcobtZ-MEVwd1N15209EUA,,,,45,13561_45,270.00998
RcobtZ-MEVwd1N15209EUA,,,,135,13561_135,270.00998
RcobtZ-MEVwd1N15209EUA,,,,225,13561_225,270.00998
RcobtZ-MEVwd1N15209EUA,,,,315,13561_315,270.00998
yngi1oy5zfvZfRdluI1XAA,,,,45,13562_45,94.299995
yngi1oy5zfvZfRdluI1XAA,,,,135,13562_135,94.299995
yngi1oy5zfvZfRdluI1XAA,,,,225,13562_225,94.299995
yngi1oy5zfvZfRdluI1XAA,,,,315,13562_315,94.299995
CmAEu8vYcRLqZ8VJ4G4AEw,,,,45,13563_45,92.50999499999999
CmAEu8vYcRLqZ8VJ4G4AEw,,,,135,13563_135,92.50999499999999
CmAEu8vYcRLqZ8VJ4G4AEw,,,,225,13563_225,92.50999499999999
CmAEu8vYcRLqZ8VJ4G4AEw,,,,315,13563_315,92.50999499999999
KSjdNAv4OlAVtV0_5k6SPw,,,,45,13564_45,216.06
KSjdNAv4OlAVtV0_5k6SPw,,,,135,13564_135,216.06
KSjdNAv4OlAVtV0_5k6SPw,,,,225,13564_225,216.06
KSjdNAv4OlAVtV0_5k6SPw,,,,315,13564_315,216.06
0U8ZDFZ964RarK_rfX5Usg,,,,45,13565_45,15.19
0U8ZDFZ964RarK_rfX5Usg,,,,135,13565_135,15.19
0U8ZDFZ964RarK_rfX5Usg,,,,225,13565_225,15.19
0U8ZDFZ964RarK_rfX5Usg,,,,315,13565_315,15.19
k7HGuUEF47D_Lr989GmjQg,,,,45,13566_45,271.1
k7HGuUEF47D_Lr989GmjQg,,,,135,13566_135,271.1
k7HGuUEF47D_Lr989GmjQg,,,,225,13566_225,271.1
k7HGuUEF47D_Lr989GmjQg,,,,315,13566_315,271.1
b9q-elNlpEBwewctmoNZJQ,,,,45,13567_45,108.549995
b9q-elNlpEBwewctmoNZJQ,,,,135,13567_135,108.549995
b9q-elNlpEBwewctmoNZJQ,,,,225,13567_225,108.549995
b9q-elNlpEBwewctmoNZJQ,,,,315,13567_315,108.549995
CAoSLEFGMVFpcE9tV2p2TFZscVB6NFFqTFlOUG9DRVcyRi1PeFF5OUNOdlVFRkph,,,,45,1357_45,
CAoSLEFGMVFpcE9tV2p2TFZscVB6NFFqTFlOUG9DRVcyRi1PeFF5OUNOdlVFRkph,,,,135,1357_135,
CAoSLEFGMVFpcE9tV2p2TFZscVB6NFFqTFlOUG9DRVcyRi1PeFF5OUNOdlVFRkph,,,,225,1357_225,
CAoSLEFGMVFpcE9tV2p2TFZscVB6NFFqTFlOUG9DRVcyRi1PeFF5OUNOdlVFRkph,,,,315,1357_315,
-Z7E8PB3lZp3qZL00U3wLQ,,,,45,13570_45,302.85
-Z7E8PB3lZp3qZL00U3wLQ,,,,135,13570_135,302.85
-Z7E8PB3lZp3qZL00U3wLQ,,,,225,13570_225,302.85
-Z7E8PB3lZp3qZL00U3wLQ,,,,315,13570_315,302.85
j3-7Tn670YGC4V4sSe5FNA,,,,45,13571_45,316.85
j3-7Tn670YGC4V4sSe5FNA,,,,135,13571_135,316.85
j3-7Tn670YGC4V4sSe5FNA,,,,225,13571_225,316.85
j3-7Tn670YGC4V4sSe5FNA,,,,315,13571_315,316.85
-2MWKxqAWkfudo0Rl1tiDA,,,,45,13572_45,3.9499998
-2MWKxqAWkfudo0Rl1tiDA,,,,135,13572_135,3.9499998
-2MWKxqAWkfudo0Rl1tiDA,,,,225,13572_225,3.9499998
-2MWKxqAWkfudo0Rl1tiDA,,,,315,13572_315,3.9499998
XQtWpQZZhkqY3MRvIuy5pQ,,,,45,13573_45,331.81
XQtWpQZZhkqY3MRvIuy5pQ,,,,135,13573_135,331.81
XQtWpQZZhkqY3MRvIuy5pQ,,,,225,13573_225,331.81
XQtWpQZZhkqY3MRvIuy5pQ,,,,315,13573_315,331.81
qP-j8a9lK4iClJnvh7aDUg,,,,45,13574_45,44.329997999999996
qP-j8a9lK4iClJnvh7aDUg,,,,135,13574_135,44.329997999999996
qP-j8a9lK4iClJnvh7aDUg,,,,225,13574_225,44.329997999999996
qP-j8a9lK4iClJnvh7aDUg,,,,315,13574_315,44.329997999999996
rmgzdefbTJNlRdX09u5B0w,,,,45,13575_45,359.09
rmgzdefbTJNlRdX09u5B0w,,,,135,13575_135,359.09
rmgzdefbTJNlRdX09u5B0w,,,,225,13575_225,359.09
rmgzdefbTJNlRdX09u5B0w,,,,315,13575_315,359.09
2z2-QZPxytAfsT6-t7TSAg,,,,45,13576_45,359.78997999999996
2z2-QZPxytAfsT6-t7TSAg,,,,135,13576_135,359.78997999999996
2z2-QZPxytAfsT6-t7TSAg,,,,225,13576_225,359.78997999999996
2z2-QZPxytAfsT6-t7TSAg,,,,315,13576_315,359.78997999999996
Gb2DzOrZtmQbfCf6NhBkww,,,,45,13577_45,71.53
Gb2DzOrZtmQbfCf6NhBkww,,,,135,13577_135,71.53
Gb2DzOrZtmQbfCf6NhBkww,,,,225,13577_225,71.53
Gb2DzOrZtmQbfCf6NhBkww,,,,315,13577_315,71.53
jVZLjhPHg1GePLIC7GFfYQ,,,,45,13578_45,136.68
jVZLjhPHg1GePLIC7GFfYQ,,,,135,13578_135,136.68
jVZLjhPHg1GePLIC7GFfYQ,,,,225,13578_225,136.68
jVZLjhPHg1GePLIC7GFfYQ,,,,315,13578_315,136.68
gXYnLd7NdCSbHO4ufciw7g,,,,45,13579_45,159.51998999999998
gXYnLd7NdCSbHO4ufciw7g,,,,135,13579_135,159.51998999999998
gXYnLd7NdCSbHO4ufciw7g,,,,225,13579_225,159.51998999999998
gXYnLd7NdCSbHO4ufciw7g,,,,315,13579_315,159.51998999999998
Z898UJEdz6nRGXXqyN7lzg,,,,45,1358_45,356.33
Z898UJEdz6nRGXXqyN7lzg,,,,135,1358_135,356.33
Z898UJEdz6nRGXXqyN7lzg,,,,225,1358_225,356.33
Z898UJEdz6nRGXXqyN7lzg,,,,315,1358_315,356.33
ygQPX2fM6Pz1ujgvCPc-0Q,,,,45,13580_45,181.23998999999998
ygQPX2fM6Pz1ujgvCPc-0Q,,,,135,13580_135,181.23998999999998
ygQPX2fM6Pz1ujgvCPc-0Q,,,,225,13580_225,181.23998999999998
ygQPX2fM6Pz1ujgvCPc-0Q,,,,315,13580_315,181.23998999999998
E56DCWmlOgfrR6w8U681Eg,,,,45,13581_45,179.54
E56DCWmlOgfrR6w8U681Eg,,,,135,13581_135,179.54
E56DCWmlOgfrR6w8U681Eg,,,,225,13581_225,179.54
E56DCWmlOgfrR6w8U681Eg,,,,315,13581_315,179.54
xVkCkkZ5AfAPwa9dcATLUA,,,,45,13582_45,15.91
xVkCkkZ5AfAPwa9dcATLUA,,,,135,13582_135,15.91
xVkCkkZ5AfAPwa9dcATLUA,,,,225,13582_225,15.91
xVkCkkZ5AfAPwa9dcATLUA,,,,315,13582_315,15.91
TL_toIirl4HJpdtk42J5Bg,,,,45,13583_45,104.799995
TL_toIirl4HJpdtk42J5Bg,,,,135,13583_135,104.799995
TL_toIirl4HJpdtk42J5Bg,,,,225,13583_225,104.799995
TL_toIirl4HJpdtk42J5Bg,,,,315,13583_315,104.799995
zBXc_fOZuFuefBsSKz4Gug,,,,45,13584_45,257.81
zBXc_fOZuFuefBsSKz4Gug,,,,135,13584_135,257.81
zBXc_fOZuFuefBsSKz4Gug,,,,225,13584_225,257.81
zBXc_fOZuFuefBsSKz4Gug,,,,315,13584_315,257.81
R2I1aXJSdxUcLC29BBlMtw,,,,45,13585_45,0.5
R2I1aXJSdxUcLC29BBlMtw,,,,135,13585_135,0.5
R2I1aXJSdxUcLC29BBlMtw,,,,225,13585_225,0.5
R2I1aXJSdxUcLC29BBlMtw,,,,315,13585_315,0.5
TtesTz3J3FkPvS9_Rs2wPg,,,,45,13586_45,208.79998999999998
TtesTz3J3FkPvS9_Rs2wPg,,,,135,13586_135,208.79998999999998
TtesTz3J3FkPvS9_Rs2wPg,,,,225,13586_225,208.79998999999998
TtesTz3J3FkPvS9_Rs2wPg,,,,315,13586_315,208.79998999999998
Q5s5npM_CWoy-6aXi1cg2w,,,,45,13587_45,359.62
Q5s5npM_CWoy-6aXi1cg2w,,,,135,13587_135,359.62
Q5s5npM_CWoy-6aXi1cg2w,,,,225,13587_225,359.62
Q5s5npM_CWoy-6aXi1cg2w,,,,315,13587_315,359.62
