,filename,region_count,cx,cy,Present Curb Ramp,Obstacle,Surface Problem,Missing Curb Ramp,Occlusion,No Sidewalk,img_id
467,17386_135.jpg,4,264.0,364.0,,1,,,,,17386
468,17386_225.jpg,4,414.0,377.0,4,,,,,,17386
469,17386_225.jpg,4,482.0,377.0,3,,,,,,17386
470,17386_225.jpg,4,52.0,425.0,,,,1,,,17386
471,17386_225.jpg,4,101.0,394.0,,,,,,1,17386
472,17386_315.jpg,1,420.0,351.0,4,,,,,,17386
473,17403_45.jpg,1,140.0,358.0,2,,,,,,17403
474,17403_135.jpg,1,409.0,396.0,4,,,,,,17403
475,17403_225.jpg,1,308.0,385.0,4,,,,,,17403
476,17403_315.jpg,1,460.0,363.0,2,,,,,,17403
477,17408_45.jpg,1,274.0,427.0,2,,,,,,17408
478,17408_135.jpg,2,444.0,412.0,1,,,,,,17408
479,17408_135.jpg,2,409.0,413.0,1,,,,,,17408
480,17408_225.jpg,1,281.0,395.0,1,,,,,,17408
481,17408_315.jpg,3,263.0,392.0,2,,,,,,17408
482,17408_315.jpg,3,283.0,385.0,,,1,,,,17408
483,17408_315.jpg,3,235.0,384.0,,,2,,,,17408
484,17411_45.jpg,2,163.0,423.0,1,,,,,,17411
485,17411_45.jpg,2,295.0,415.0,1,,,,,,17411
486,17411_135.jpg,2,206.0,471.0,1,,,,,,17411
487,17411_135.jpg,2,452.0,477.0,2,,,,,,17411
488,17411_225.jpg,1,355.0,402.0,2,,,,,,17411
489,17411_315.jpg,0,,,,,,,,,17411
490,17436_45.jpg,1,358.0,397.0,2,,,,,,17436
491,17436_135.jpg,0,,,,,,,,,17436
492,17436_225.jpg,1,417.0,383.0,2,,,,,,17436
493,17436_315.jpg,1,212.0,390.0,3,,,,,,17436
494,17437_45.jpg,1,198.0,371.0,3,,,,,,17437
495,17437_135.jpg,1,383.0,380.0,3,,,,,,17437
496,17437_225.jpg,1,349.0,365.0,3,,,,,,17437
497,17437_315.jpg,1,357.0,360.0,3,,,,,,17437
498,17445_45.jpg,0,,,,,,,,,17445
499,17445_135.jpg,0,,,,,,,,,17445
500,17445_225.jpg,2,179.0,371.0,4,,,,,,17445
501,17445_225.jpg,2,308.0,396.0,4,,,,,,17445
502,17445_315.jpg,2,352.0,372.0,3,,,,,,17445
503,17445_315.jpg,2,390.0,372.0,3,,,,,,17445
504,17551_45.jpg,1,234.0,375.0,3,,,,,,17551
505,17551_135.jpg,2,214.0,350.0,2,,,,,,17551
506,17551_135.jpg,2,597.0,361.0,2,,,,,,17551
507,17551_225.jpg,0,,,,,,,,,17551
508,17551_315.jpg,0,,,,,,,,,17551
509,17558_45.jpg,1,199.0,341.0,2,,,,,,17558
510,17558_135.jpg,0,,,,,,,,,17558
511,17558_225.jpg,2,157.0,344.0,3,,,,,,17558
512,17558_225.jpg,2,140.0,337.0,,2,,,,,17558
513,17558_315.jpg,3,237.0,389.0,1,,,,,,17558
514,17558_315.jpg,3,354.0,379.0,1,,,,,,17558
515,17558_315.jpg,3,228.0,379.0,,1,,,,,17558
516,17626_45.jpg,0,,,,,,,,,17626
517,17626_135.jpg,0,,,,,,,,,17626
518,17626_225.jpg,2,479.0,406.0,3,,,,,,17626
519,17626_225.jpg,2,29.0,399.0,3,,,,,,17626
520,17626_315.jpg,0,,,,,,,,,17626
521,17699_45.jpg,1,396.0,384.0,2,,,,,,17699
522,17699_135.jpg,1,392.0,371.0,2,,,,,,17699
523,17699_225.jpg,1,207.0,381.0,2,,,,,,17699
524,17699_315.jpg,1,295.0,420.0,4,,,,,,17699
525,17733_45.jpg,2,194.0,376.0,1,,,,,,17733
526,17733_45.jpg,2,243.0,374.0,,,,,,1,17733
527,17733_135.jpg,1,416.0,355.0,,,1,,,,17733
528,17733_225.jpg,1,190.0,500.0,,,1,,,,17733
529,17733_315.jpg,1,192.0,441.0,3,,,,,,17733
530,17796_45.jpg,0,,,,,,,,,17796
531,17796_135.jpg,1,435.0,363.0,4,,,,,,17796
532,17796_225.jpg,0,,,,,,,,,17796
533,17796_315.jpg,0,,,,,,,,,17796
534,17892_45.jpg,0,,,,,,,,,17892
535,17892_135.jpg,2,186.0,349.0,3,,,,,,17892
536,17892_135.jpg,2,383.0,352.0,,,,1,,,17892
537,17892_225.jpg,0,,,,,,,,,17892
538,17892_315.jpg,0,,,,,,,,,17892
539,17973_45.jpg,0,,,,,,,,,17973
540,17973_135.jpg,2,587.0,379.0,,,1,,,,17973
541,17973_135.jpg,2,518.0,346.0,,,1,,,,17973
542,17973_225.jpg,7,238.0,438.0,4,,,,,,17973
543,17973_225.jpg,7,267.0,399.0,,,1,,,,17973
544,17973_225.jpg,7,306.0,388.0,,,1,,,,17973
545,17973_225.jpg,7,326.0,379.0,,,1,,,,17973
546,17973_225.jpg,7,181.0,423.0,,,1,,,,17973
547,17973_225.jpg,7,138.0,408.0,,,1,,,,17973
548,17973_225.jpg,7,48.0,392.0,,,1,,,,17973
549,17973_315.jpg,3,188.0,410.0,4,,,,,,17973
550,17973_315.jpg,3,248.0,382.0,,,1,,,,17973
551,17973_315.jpg,3,174.0,381.0,,,2,,,,17973
552,17974_45.jpg,1,358.0,363.0,3,,,,,,17974
553,17974_135.jpg,1,201.0,364.0,3,,,,,,17974
554,17974_225.jpg,1,277.0,392.0,3,,,,,,17974
555,17974_315.jpg,3,326.0,361.0,,,1,,,,17974
556,17974_315.jpg,3,288.0,359.0,3,,,,,,17974
557,17974_315.jpg,3,236.0,357.0,,,1,,,,17974
558,17976_45.jpg,0,,,,,,,,,17976
559,17976_135.jpg,0,,,,,,,,,17976
560,17976_225.jpg,5,377.0,434.0,3,,,,,,17976
561,17976_225.jpg,5,144.0,406.0,,,1,,,,17976
562,17976_225.jpg,5,307.0,408.0,,,1,,,,17976
563,17976_225.jpg,5,355.0,389.0,,,1,,,,17976
564,17976_225.jpg,5,78.0,387.0,,,1,,,,17976
565,17976_315.jpg,3,237.0,396.0,4,,,,,,17976
566,17976_315.jpg,3,204.0,375.0,,,1,,,,17976
567,17976_315.jpg,3,284.0,375.0,,,1,,,,17976
568,18075_45.jpg,2,538.0,544.0,3,,,,,,18075
569,18075_45.jpg,2,348.0,502.0,3,,,,,,18075
570,18075_135.jpg,2,24.0,484.0,,,1,,,,18075
571,18075_135.jpg,2,109.0,434.0,,,,,,1,18075
572,18075_225.jpg,1,438.0,368.0,3,,,,,,18075
573,18075_315.jpg,1,21.0,370.0,3,,,,,,18075
574,18131_45.jpg,4,598.0,474.0,,,1,,,,18131
575,18131_45.jpg,4,456.0,434.0,,,1,,,,18131
576,18131_45.jpg,4,378.0,407.0,,,1,,,,18131
577,18131_45.jpg,4,208.0,362.0,,,1,,,,18131
578,18131_135.jpg,2,297.0,407.0,,,1,,,,18131
579,18131_135.jpg,2,64.0,465.0,,4,,,,,18131
580,18131_225.jpg,2,286.0,378.0,2,,,,,,18131
581,18131_225.jpg,2,240.0,367.0,2,,,,,,18131
582,18131_315.jpg,3,99.0,416.0,4,,,,,,18131
583,18131_315.jpg,3,79.0,397.0,,1,,,,,18131
584,18131_315.jpg,3,148.0,406.0,,,1,,,,18131
585,18145_45.jpg,2,338.0,390.0,1,,,,,,18145
586,18145_45.jpg,2,418.0,396.0,1,,,,,,18145
587,18145_135.jpg,3,254.0,378.0,1,,,,,,18145
588,18145_135.jpg,3,325.0,384.0,1,,,,,,18145
589,18145_135.jpg,3,470.0,347.0,,,1,,,,18145
590,18145_225.jpg,1,449.0,359.0,,,,,1,,18145
591,18145_315.jpg,4,131.0,362.0,2,,,,,,18145
592,18145_315.jpg,4,167.0,356.0,,,1,,,,18145
593,18145_315.jpg,4,234.0,348.0,,,1,,,,18145
594,18145_315.jpg,4,92.0,343.0,,,1,,,,18145
595,18150_45.jpg,1,533.0,463.0,3,,,,,,18150
596,18150_135.jpg,1,386.0,368.0,4,,,,,,18150
597,18150_225.jpg,2,415.0,341.0,3,,,,,,18150
598,18150_225.jpg,2,625.0,354.0,3,,,,,,18150
599,18150_315.jpg,0,,,,,,,,,18150
600,18151_45.jpg,4,570.0,355.0,2,,,,,,18151
601,18151_45.jpg,4,453.0,374.0,2,,,,,,18151
602,18151_45.jpg,4,385.0,389.0,2,,,,,,18151
603,18151_45.jpg,4,613.0,355.0,2,,,,,,18151
604,18151_135.jpg,4,157.0,357.0,3,,,,,,18151
605,18151_135.jpg,4,192.0,358.0,3,,,,,,18151
606,18151_135.jpg,4,363.0,364.0,3,,,,,,18151
607,18151_135.jpg,4,485.0,377.0,3,,,,,,18151
608,18151_225.jpg,1,226.0,359.0,3,,,,,,18151
609,18151_315.jpg,2,311.0,376.0,3,,,,,,18151
610,18151_315.jpg,2,194.0,368.0,3,,,,,,18151
611,18158_45.jpg,0,,,,,,,,,18158
612,18158_135.jpg,1,5.0,398.0,,,1,,,,18158
613,18158_225.jpg,3,613.0,370.0,3,,,,,,18158
614,18158_225.jpg,3,197.0,367.0,,,,1,,,18158
615,18158_225.jpg,3,100.0,382.0,,,,1,,,18158
616,18158_315.jpg,3,309.0,562.0,,,,1,,,18158
617,18158_315.jpg,3,146.0,436.0,,,,1,,,18158
618,18158_315.jpg,3,35.0,369.0,,,1,,,,18158
619,18163_45.jpg,1,136.0,384.0,2,,,,,,18163
620,18163_135.jpg,3,272.0,388.0,1,,,,,,18163
621,18163_135.jpg,3,356.0,388.0,1,,,,,,18163
622,18163_135.jpg,3,394.0,371.0,,3,,,,,18163
623,18163_225.jpg,0,,,,,,,,,18163
624,18163_315.jpg,0,,,,,,,,,18163
625,18210_45.jpg,1,300.0,430.0,2,,,,,,18210
626,18210_135.jpg,1,415.0,405.0,2,,,,,,18210
627,18210_225.jpg,2,316.0,390.0,2,,,,,,18210
628,18210_225.jpg,2,277.0,379.0,,,1,,,,18210
629,18210_315.jpg,1,252.0,413.0,2,,,,,,18210
630,18218_45.jpg,0,,,,,,,,,18218
631,18218_135.jpg,2,308.0,386.0,2,,,,,,18218
632,18218_135.jpg,2,629.0,434.0,2,,,,,,18218
633,18218_225.jpg,4,153.0,401.0,1,,,,,,18218
634,18218_225.jpg,4,114.0,396.0,,,,,,1,18218
635,18218_225.jpg,4,374.0,368.0,1,,,,,,18218
636,18218_225.jpg,4,615.0,386.0,2,,,,,,18218
637,18218_315.jpg,4,579.0,367.0,2,,,,,,18218
638,18218_315.jpg,4,516.0,359.0,3,,,,,,18218
639,18218_315.jpg,4,340.0,341.0,3,,,,,,18218
640,18218_315.jpg,4,308.0,338.0,2,,,,,,18218
641,18242_45.jpg,1,267.0,362.0,3,,,,,,18242
642,18242_135.jpg,2,579.0,392.0,3,,,,,,18242
643,18242_135.jpg,2,162.0,346.0,3,,,,,,18242
644,18242_225.jpg,0,,,,,,,,,18242
645,18242_315.jpg,5,253.0,350.0,,,,1,,,18242
646,18242_315.jpg,5,284.0,345.0,3,,,,,,18242
647,18242_315.jpg,5,583.0,384.0,3,,,,,,18242
648,18242_315.jpg,5,66.0,405.0,,2,,,,,18242
649,18242_315.jpg,5,30.0,416.0,,,,1,,,18242
650,18256_45.jpg,0,,,,,,,,,18256
651,18256_135.jpg,2,208.0,356.0,2,,,,,,18256
652,18256_135.jpg,2,205.0,373.0,2,,,,,,18256
653,18256_225.jpg,3,300.0,388.0,3,,,,,,18256
654,18256_225.jpg,3,213.0,408.0,,,,1,,,18256
655,18256_225.jpg,3,523.0,389.0,4,,,,,,18256
656,18256_315.jpg,2,105.0,360.0,3,,,,,,18256
657,18256_315.jpg,2,143.0,361.0,,,2,,,,18256
658,18271_45.jpg,0,,,,,,,,,18271
659,18271_135.jpg,2,30.0,393.0,,,1,,,,18271
660,18271_135.jpg,2,43.0,424.0,,,,1,,,18271
661,18271_225.jpg,1,32.0,385.0,,,,1,,,18271
662,18271_315.jpg,0,,,,,,,,,18271
663,18272_45.jpg,1,304.0,452.0,,,1,,,,18272
664,18272_135.jpg,0,,,,,,,,,18272
665,18272_225.jpg,3,343.0,347.0,3,,,,,,18272
666,18272_225.jpg,3,236.0,357.0,3,,,,,,18272
667,18272_225.jpg,3,161.0,364.0,,,2,,,,18272
668,18272_315.jpg,1,113.0,360.0,,2,,,,,18272
669,18274_45.jpg,0,,,,,,,,,18274
670,18274_135.jpg,1,294.0,414.0,2,,,,,,18274
671,18274_225.jpg,4,204.0,359.0,,,2,,,,18274
672,18274_225.jpg,4,267.0,340.0,3,,,,,,18274
673,18274_225.jpg,4,448.0,333.0,3,,,,,,18274
674,18274_225.jpg,4,555.0,348.0,,,,1,,,18274
675,18274_315.jpg,2,362.0,389.0,3,,,,,,18274
676,18274_315.jpg,2,363.0,354.0,,,2,,,,18274
677,18278_45.jpg,3,98.0,399.0,3,,,,,,18278
678,18278_45.jpg,3,618.0,403.0,3,,,,,,18278
679,18278_45.jpg,3,229.0,350.0,,,1,,,,18278
680,18278_135.jpg,4,18.0,414.0,3,,,,,,18278
681,18278_135.jpg,4,45.0,406.0,,,1,,,,18278
682,18278_135.jpg,4,106.0,386.0,,,1,,,,18278
683,18278_135.jpg,4,559.0,422.0,,,,1,,,18278
684,18278_225.jpg,3,25.0,431.0,,,,1,,,18278
685,18278_225.jpg,3,237.0,370.0,4,,,,,,18278
686,18278_225.jpg,3,483.0,371.0,4,,,,,,18278
687,18278_315.jpg,0,,,,,,,,,18278
688,18279_45.jpg,2,223.0,368.0,2,,,,,,18279
689,18279_45.jpg,2,574.0,373.0,2,,,,,,18279
690,18279_135.jpg,1,45.0,361.0,,,1,,,,18279
691,18279_225.jpg,2,500.0,390.0,2,,,,,,18279
692,18279_225.jpg,2,30.0,388.0,2,,,,,,18279
693,18279_315.jpg,0,,,,,,,,,18279
694,18281_45.jpg,2,408.0,410.0,2,,,,,,18281
695,18281_45.jpg,2,488.0,415.0,2,,,,,,18281
696,18281_135.jpg,1,201.0,364.0,2,,,,,,18281
697,18281_225.jpg,2,451.0,368.0,2,,,,,,18281
698,18281_225.jpg,2,410.0,369.0,2,,,,,,18281
699,18281_315.jpg,1,506.0,369.0,2,,,,,,18281
700,18284_45.jpg,2,173.0,383.0,2,,,,,,18284
701,18284_45.jpg,2,425.0,396.0,3,,,,,,18284
702,18284_135.jpg,0,,,,,,,,,18284
703,18284_225.jpg,4,205.0,355.0,2,,,,,,18284
704,18284_225.jpg,4,497.0,347.0,3,,,,,,18284
705,18284_225.jpg,4,477.0,333.0,,,2,,,,18284
706,18284_225.jpg,4,581.0,342.0,,,1,,,,18284
707,18284_315.jpg,2,35.0,379.0,,2,,,,,18284
708,18284_315.jpg,2,72.0,374.0,,,1,,,,18284
709,18312_45.jpg,3,95.0,367.0,3,,,,,,18312
710,18312_45.jpg,3,361.0,375.0,3,,,,,,18312
711,18312_45.jpg,3,399.0,375.0,3,,,,,,18312
712,18312_135.jpg,2,68.0,381.0,2,,,,,,18312
713,18312_135.jpg,2,348.0,381.0,2,,,,,,18312
714,18312_225.jpg,0,,,,,,,,,18312
715,18312_315.jpg,0,,,,,,,,,18312
716,18340_45.jpg,3,70.0,378.0,3,,,,,,18340
717,18340_45.jpg,3,134.0,366.0,3,,,,,,18340
718,18340_45.jpg,3,301.0,351.0,3,,,,,,18340
719,18340_135.jpg,2,511.0,382.0,3,,,,,,18340
720,18340_135.jpg,2,583.0,394.0,3,,,,,,18340
721,18340_225.jpg,2,389.0,371.0,2,,,,,,18340
722,18340_225.jpg,2,286.0,364.0,2,,,,,,18340
723,18340_315.jpg,1,171.0,376.0,3,,,,,,18340
724,18387_45.jpg,0,,,,,,,,,18387
725,18387_135.jpg,3,626.0,547.0,2,,,,,,18387
726,18387_135.jpg,3,145.0,368.0,2,,,,,,18387
727,18387_135.jpg,3,109.0,351.0,3,,,,,,18387
728,18387_225.jpg,4,210.0,526.0,4,,,,,,18387
729,18387_225.jpg,4,255.0,479.0,,,3,,,,18387
730,18387_225.jpg,4,400.0,415.0,,,1,,,,18387
731,18387_225.jpg,4,30.0,505.0,,,1,,,,18387
732,18387_315.jpg,2,259.0,342.0,3,,,,,,18387
733,18387_315.jpg,2,182.0,366.0,,,,2,,,18387
734,18393_45.jpg,2,116.0,405.0,1,,,,,,18393
735,18393_45.jpg,2,206.0,399.0,1,,,,,,18393
736,18393_135.jpg,2,226.0,360.0,1,,,,,,18393
737,18393_135.jpg,2,264.0,355.0,1,,,,,,18393
738,18393_225.jpg,2,357.0,360.0,1,,,,,,18393
739,18393_225.jpg,2,390.0,360.0,1,,,,,,18393
740,18393_315.jpg,1,180.0,351.0,3,,,,,,18393
741,18397_45.jpg,0,,,,,,,,,18397
742,18397_135.jpg,0,,,,,,,,,18397
743,18397_225.jpg,1,290.0,392.0,3,,,,,,18397
744,18397_315.jpg,0,,,,,,,,,18397
745,18398_45.jpg,0,,,,,,,,,18398
746,18398_135.jpg,1,197.0,373.0,2,,,,,,18398
747,18398_225.jpg,4,106.0,356.0,3,,,,,,18398
748,18398_225.jpg,4,139.0,353.0,4,,,,,,18398
749,18398_225.jpg,4,550.0,352.0,2,,,,,,18398
750,18398_225.jpg,4,599.0,355.0,2,,,,,,18398
751,18398_315.jpg,2,520.0,380.0,2,,,,,,18398
752,18398_315.jpg,2,471.0,373.0,2,,,,,,18398
753,18401_45.jpg,2,544.0,370.0,2,,,,,,18401
754,18401_45.jpg,2,634.0,380.0,2,,,,,,18401
755,18401_135.jpg,2,4.0,397.0,3,,,,,,18401
756,18401_135.jpg,2,49.0,391.0,,,,2,,,18401
757,18401_225.jpg,0,,,,,,,,,18401
758,18401_315.jpg,2,133.0,378.0,2,,,,,,18401
759,18401_315.jpg,2,158.0,356.0,2,,,,,,18401
760,18410_45.jpg,2,365.0,376.0,2,,,,,,18410
761,18410_45.jpg,2,302.0,375.0,2,,,,,,18410
762,18410_135.jpg,0,,,,,,,,,18410
763,18410_225.jpg,2,389.0,386.0,2,,,,,,18410
764,18410_225.jpg,2,501.0,383.0,2,,,,,,18410
765,18410_315.jpg,2,142.0,352.0,2,,,,,,18410
766,18410_315.jpg,2,579.0,362.0,2,,,,,,18410
767,18782_45.jpg,2,544.0,377.0,2,,,,,,18782
768,18782_45.jpg,2,231.0,337.0,1,,,,,,18782
769,18782_135.jpg,3,210.0,386.0,1,,,,,,18782
770,18782_135.jpg,3,322.0,361.0,,1,,,,,18782
771,18782_135.jpg,3,26.0,395.0,,1,,,,,18782
772,18782_225.jpg,3,316.0,384.0,1,,,,,,18782
773,18782_225.jpg,3,42.0,364.0,2,,,,,,18782
774,18782_225.jpg,3,95.0,361.0,,,,2,,,18782
775,18782_315.jpg,3,294.0,462.0,2,,,,,,18782
776,18782_315.jpg,3,430.0,446.0,2,,,,,,18782
777,18782_315.jpg,3,318.0,420.0,,1,,,,,18782
778,18786_45.jpg,1,492.0,383.0,4,,,,,,18786
779,18786_135.jpg,3,247.0,381.0,1,,,,,,18786
780,18786_135.jpg,3,240.0,368.0,,1,,,,,18786
781,18786_135.jpg,3,206.0,381.0,2,,,,,,18786
782,18786_225.jpg,2,399.0,372.0,,,,,,1,18786
783,18786_225.jpg,2,287.0,350.0,,,,,,1,18786
784,18786_315.jpg,2,128.0,365.0,,,,,,1,18786
785,18786_315.jpg,2,262.0,362.0,,,,,,1,18786
786,18802_45.jpg,0,,,,,,,,,18802
787,18802_135.jpg,2,158.0,379.0,3,,,,,,18802
788,18802_135.jpg,2,88.0,348.0,2,,,,,,18802
789,18802_225.jpg,2,471.0,384.0,3,,,,,,18802
790,18802_225.jpg,2,45.0,486.0,,,,3,,,18802
791,18802_315.jpg,2,415.0,355.0,3,,,,,,18802
792,18802_315.jpg,2,243.0,366.0,,,,3,,,18802
793,18810_45.jpg,1,359.0,349.0,,,,,1,,18810
794,18810_135.jpg,1,129.0,384.0,5,,,,,,18810
795,18810_225.jpg,2,525.0,371.0,,,,,,1,18810
796,18810_225.jpg,2,345.0,372.0,,,,,,1,18810
797,18810_315.jpg,0,,,,,,,,,18810
798,18813_45.jpg,2,226.0,424.0,1,,,,,,18813
799,18813_45.jpg,2,297.0,424.0,1,,,,,,18813
800,18813_135.jpg,2,310.0,424.0,1,,,,,,18813
801,18813_135.jpg,2,384.0,428.0,1,,,,,,18813
802,18813_225.jpg,1,414.0,370.0,2,,,,,,18813
803,18813_315.jpg,2,224.0,373.0,3,,,,,,18813
804,18813_315.jpg,2,194.0,366.0,,2,,,,,18813
805,18955_45.jpg,1,303.0,391.0,2,,,,,,18955
806,18955_135.jpg,2,185.0,416.0,3,,,,,,18955
807,18955_135.jpg,2,251.0,421.0,,,,2,,,18955
808,18955_225.jpg,2,467.0,355.0,3,,,,,,18955
809,18955_225.jpg,2,422.0,353.0,2,,,,,,18955
810,18955_315.jpg,2,107.0,375.0,2,,,,,,18955
811,18955_315.jpg,2,55.0,380.0,2,,,,,,18955
812,18969_45.jpg,2,134.0,366.0,3,,,,,,18969
813,18969_45.jpg,2,583.0,445.0,,,,1,,,18969
814,18969_135.jpg,2,465.0,376.0,3,,,,,,18969
815,18969_135.jpg,2,47.0,445.0,,,,3,,,18969
816,18969_225.jpg,1,221.0,376.0,3,,,,,,18969
817,18969_315.jpg,2,461.0,358.0,2,,,,,,18969
818,18969_315.jpg,2,172.0,411.0,,,,2,,,18969
819,18989_45.jpg,1,125.0,379.0,,,,3,,,18989
820,18989_135.jpg,2,480.0,390.0,3,,,,,,18989
821,18989_135.jpg,2,135.0,485.0,,,,2,,,18989
822,18989_225.jpg,2,235.0,370.0,3,,,,,,18989
823,18989_225.jpg,2,538.0,434.0,,,,2,,,18989
824,18989_315.jpg,2,17.0,433.0,,,,2,,,18989
825,18989_315.jpg,2,409.0,354.0,3,,,,,,18989
826,18998_45.jpg,2,195.0,357.0,,,,1,,,18998
827,18998_45.jpg,2,117.0,361.0,,,,1,,,18998
828,18998_135.jpg,1,295.0,377.0,2,,,,,,18998
829,18998_225.jpg,1,305.0,397.0,2,,,,,,18998
830,18998_315.jpg,2,349.0,363.0,3,,,,,,18998
831,18998_315.jpg,2,132.0,404.0,,,,2,,,18998
832,19009_45.jpg,2,282.0,367.0,2,,,,,,19009
833,19009_45.jpg,2,330.0,370.0,2,,,,,,19009
834,19009_135.jpg,2,373.0,349.0,2,,,,,,19009
835,19009_135.jpg,2,431.0,353.0,2,,,,,,19009
836,19009_225.jpg,2,19.0,382.0,2,,,,,,19009
837,19009_225.jpg,2,94.0,384.0,2,,,,,,19009
838,19009_315.jpg,2,468.0,398.0,2,,,,,,19009
839,19009_315.jpg,2,575.0,401.0,2,,,,,,19009
840,19023_45.jpg,1,250.0,425.0,2,,,,,,19023
841,19023_135.jpg,2,149.0,376.0,2,,,,,,19023
842,19023_135.jpg,2,202.0,372.0,2,,,,,,19023
843,19023_225.jpg,2,264.0,357.0,2,,,,,,19023
844,19023_225.jpg,2,571.0,355.0,2,,,,,,19023
845,19023_315.jpg,2,181.0,386.0,2,,,,,,19023
846,19023_315.jpg,2,619.0,445.0,2,,,,,,19023
847,19027_45.jpg,1,20.0,377.0,3,,,,,,19027
848,19027_135.jpg,1,629.0,443.0,3,,,,,,19027
849,19027_225.jpg,1,13.0,431.0,3,,,,,,19027
850,19027_315.jpg,2,435.0,353.0,3,,,,,,19027
851,19027_315.jpg,2,247.0,383.0,,,,2,,,19027
852,19029_45.jpg,1,239.0,503.0,,,,3,,,19029
853,19029_135.jpg,2,268.0,374.0,3,,,,,,19029
854,19029_135.jpg,2,148.0,345.0,2,,,,,,19029
855,19029_225.jpg,2,165.0,399.0,,,,1,,,19029
856,19029_225.jpg,2,402.0,351.0,,,,1,,,19029
857,19029_315.jpg,5,441.0,368.0,2,,,,,,19029
858,19029_315.jpg,5,461.0,365.0,2,,,,,,19029
859,19029_315.jpg,5,204.0,345.0,2,,,,,,19029
860,19029_315.jpg,5,528.0,363.0,2,,,,,,19029
861,19029_315.jpg,5,303.0,353.0,,,,3,,,19029
862,19035_45.jpg,2,135.0,362.0,2,,,,,,19035
863,19035_45.jpg,2,441.0,461.0,,,,2,,,19035
864,19035_135.jpg,1,433.0,390.0,3,,,,,,19035
865,19035_225.jpg,1,294.0,371.0,4,,,,,,19035
866,19035_315.jpg,2,446.0,358.0,2,,,,,,19035
867,19035_315.jpg,2,227.0,396.0,,,,2,,,19035
868,19039_45.jpg,1,430.0,342.0,2,,,,,,19039
869,19039_135.jpg,1,316.0,351.0,,,,,1,,19039
870,19039_225.jpg,1,137.0,370.0,2,,,,,,19039
871,19039_315.jpg,1,510.0,408.0,3,,,,,,19039
872,19051_45.jpg,1,202.0,366.0,2,,,,,,19051
873,19051_135.jpg,2,174.0,358.0,,,,,1,,19051
874,19051_135.jpg,2,486.0,363.0,2,,,,,,19051
875,19051_225.jpg,3,121.0,354.0,2,,,,,,19051
876,19051_225.jpg,3,449.0,364.0,3,,,,,,19051
877,19051_225.jpg,3,456.0,357.0,,2,,,,,19051
878,19051_315.jpg,2,370.0,393.0,1,,,,,,19051
879,19051_315.jpg,2,505.0,396.0,1,,,,,,19051
880,19102_45.jpg,1,128.0,353.0,,,,2,,,19102
881,19102_135.jpg,2,423.0,365.0,2,,,,,,19102
882,19102_135.jpg,2,478.0,363.0,,,,2,,,19102
883,19102_225.jpg,1,127.0,350.0,3,,,,,,19102
884,19102_315.jpg,2,185.0,393.0,3,,,,,,19102
885,19102_315.jpg,2,484.0,378.0,3,,,,,,19102
886,19133_45.jpg,2,150.0,390.0,1,,,,,,19133
887,19133_45.jpg,2,398.0,364.0,3,,,,,,19133
888,19133_135.jpg,1,432.0,351.0,4,,,,,,19133
889,19133_225.jpg,1,159.0,373.0,1,,,,,,19133
890,19133_315.jpg,2,556.0,386.0,1,,,,,,19133
891,19133_315.jpg,2,176.0,341.0,2,,,,,,19133
892,19299_45.jpg,0,,,,,,,,,19299
893,19299_135.jpg,0,,,,,,,,,19299
894,19299_225.jpg,0,,,,,,,,,19299
895,19299_315.jpg,2,431.0,381.0,4,,,,,,19299
896,19299_315.jpg,2,374.0,380.0,4,,,,,,19299
897,92_45.jpg,0,,,,,,,,,92
898,92_135.jpg,0,,,,,,,,,92
899,92_225.jpg,0,,,,,,,,,92
900,92_315.jpg,0,,,,,,,,,92
901,380_45.jpg,0,,,,,,,,,380
902,380_135.jpg,0,,,,,,,,,380
903,380_225.jpg,0,,,,,,,,,380
904,380_315.jpg,0,,,,,,,,,380
905,472_45.jpg,0,,,,,,,,,472
906,472_135.jpg,0,,,,,,,,,472
907,472_225.jpg,0,,,,,,,,,472
908,472_315.jpg,0,,,,,,,,,472
909,510_45.jpg,1,612.0,457.0,4,,,,,,510
910,510_135.jpg,1,395.0,380.0,4,,,,,,510
911,510_225.jpg,1,201.0,383.0,,,,,,1,510
912,510_315.jpg,1,70.0,516.0,,,,,,1,510
913,570_45.jpg,0,,,,,,,,,570
914,570_135.jpg,0,,,,,,,,,570
915,570_225.jpg,0,,,,,,,,,570
916,570_315.jpg,0,,,,,,,,,570
917,693_45.jpg,0,,,,,,,,,693
918,693_135.jpg,3,469.0,374.0,,3,,,,,693
919,693_135.jpg,3,310.0,415.0,,3,,,,,693
920,693_135.jpg,3,405.0,378.0,,3,,,,,693
921,693_225.jpg,1,315.0,398.0,,,,,,1,693
922,693_315.jpg,1,354.0,387.0,,,,,,1,693
923,1023_45.jpg,2,552.0,404.0,,,3,,,,1023
924,1023_45.jpg,2,189.0,359.0,,3,,,,,1023
925,1023_135.jpg,1,101.0,384.0,,,3,,,,1023
926,1023_225.jpg,1,29.0,416.0,,,3,,,,1023
927,1023_315.jpg,1,441.0,383.0,,,3,,,,1023
928,1525_45.jpg,1,232.0,420.0,4,,,,,,1525
929,1525_135.jpg,0,,,,,,,,,1525
930,1525_225.jpg,0,,,,,,,,,1525
931,1525_315.jpg,1,394.0,411.0,1,,,,,,1525
932,1532_45.jpg,0,,,,,,,,,1532
