img_id,heading,crop_num,present_ramp,missing_ramp,label_name,sv_image_x,sv_image_y,xpt_minus_xleft,xright_minus_xpt,ypt_minus_ytop,ybottom_minus_ypt,in_10px_roi,jpg_name
16672,225,C,True,False,Present Curb Ramp,279,430,94,86,110,70,True,16672_225_C.jpg
16679,45,C,True,False,Present Curb Ramp,246,375,61,119,55,125,True,16679_45_C.jpg
16679,315,C,True,False,Present Curb Ramp,338,380,153,27,60,120,True,16679_315_C.jpg
16703,135,C,True,False,Present Curb Ramp,264,399,79,101,79,101,True,16703_135_C.jpg
16743,45,C,True,False,Present Curb Ramp,299,367,114,66,47,133,True,16743_45_C.jpg
16746,315,C,True,False,Present Curb Ramp,309,375,124,56,55,125,True,16746_315_C.jpg
16833,45,C,True,False,Present Curb Ramp,356,365,171,9,45,135,False,16833_45_C.jpg
16833,135,C,True,False,Present Curb Ramp,311,362,126,54,42,138,True,16833_135_C.jpg
16833,135,C,True,False,Present Curb Ramp,349,361,164,16,41,139,True,16833_135_C.jpg
16833,225,C,True,False,Present Curb Ramp,205,376,20,160,56,124,True,16833_225_C.jpg
16927,45,C,True,False,Present Curb Ramp,273,373,88,92,53,127,True,16927_45_C.jpg
16927,135,C,True,False,Present Curb Ramp,218,397,33,147,77,103,True,16927_135_C.jpg
16968,45,C,True,False,Present Curb Ramp,214,416,29,151,96,84,True,16968_45_C.jpg
17026,135,C,True,False,Present Curb Ramp,325,358,140,40,38,142,True,17026_135_C.jpg
17033,135,C,True,False,Present Curb Ramp,198,367,13,167,47,133,True,17033_135_C.jpg
17033,135,C,False,False,Surface Problem,256,360,71,109,40,140,True,17033_135_C.jpg
17033,315,C,True,False,Present Curb Ramp,205,390,20,160,70,110,True,17033_315_C.jpg
17038,135,C,True,False,Present Curb Ramp,226,364,41,139,44,136,True,17038_135_C.jpg
17038,225,C,True,False,Present Curb Ramp,332,374,147,33,54,126,True,17038_225_C.jpg
17038,315,C,True,False,Present Curb Ramp,290,384,105,75,64,116,True,17038_315_C.jpg
17045,45,C,True,False,Present Curb Ramp,318,354,133,47,34,146,True,17045_45_C.jpg
17045,315,C,True,False,Present Curb Ramp,231,376,46,134,56,124,True,17045_315_C.jpg
17047,45,C,True,False,Present Curb Ramp,223,459,38,142,139,41,True,17047_45_C.jpg
17047,135,C,True,False,Present Curb Ramp,196,364,11,169,44,136,True,17047_135_C.jpg
17047,315,C,True,False,Present Curb Ramp,210,394,25,155,74,106,True,17047_315_C.jpg
17049,45,C,True,False,Present Curb Ramp,287,389,102,78,69,111,True,17049_45_C.jpg
17049,45,C,False,False,Occlusion,215,365,30,150,45,135,True,17049_45_C.jpg
17049,135,C,True,False,Present Curb Ramp,333,486,148,32,166,14,True,17049_135_C.jpg
17051,315,C,True,False,Present Curb Ramp,223,366,38,142,46,134,True,17051_315_C.jpg
17053,45,C,True,False,Present Curb Ramp,336,360,151,29,40,140,True,17053_45_C.jpg
17053,135,C,True,False,Present Curb Ramp,190,374,5,175,54,126,False,17053_135_C.jpg
17053,315,C,True,False,Present Curb Ramp,362,355,177,3,35,145,False,17053_315_C.jpg
17062,135,C,True,False,Present Curb Ramp,295,361,110,70,41,139,True,17062_135_C.jpg
17062,225,C,True,False,Present Curb Ramp,358,357,173,7,37,143,False,17062_225_C.jpg
17066,135,C,True,False,Present Curb Ramp,297,373,112,68,53,127,True,17066_135_C.jpg
17067,315,C,True,False,Present Curb Ramp,271,367,86,94,47,133,True,17067_315_C.jpg
17068,225,C,True,False,Present Curb Ramp,362,361,177,3,41,139,False,17068_225_C.jpg
17141,225,C,True,False,Present Curb Ramp,338,367,153,27,47,133,True,17141_225_C.jpg
17141,225,C,True,False,Present Curb Ramp,275,363,90,90,43,137,True,17141_225_C.jpg
17152,135,C,True,False,Present Curb Ramp,205,375,20,160,55,125,True,17152_135_C.jpg
17152,225,C,True,False,Present Curb Ramp,329,358,144,36,38,142,True,17152_225_C.jpg
17170,45,C,True,False,Present Curb Ramp,246,382,61,119,62,118,True,17170_45_C.jpg
17170,45,C,True,False,Present Curb Ramp,311,385,126,54,65,115,True,17170_45_C.jpg
17202,225,C,True,False,Present Curb Ramp,328,439,143,37,119,61,True,17202_225_C.jpg
17202,225,C,False,False,Obstacle,278,404,93,87,84,96,True,17202_225_C.jpg
17221,225,C,True,False,Present Curb Ramp,189,425,4,176,105,75,False,17221_225_C.jpg
17221,315,C,True,False,Present Curb Ramp,336,354,151,29,34,146,True,17221_315_C.jpg
17277,225,C,True,False,Present Curb Ramp,352,386,167,13,66,114,True,17277_225_C.jpg
17385,225,C,True,False,Present Curb Ramp,317,420,132,48,100,80,True,17385_225_C.jpg
17385,225,C,False,False,Surface Problem,294,405,109,71,85,95,True,17385_225_C.jpg
17385,225,C,False,False,Surface Problem,258,386,73,107,66,114,True,17385_225_C.jpg
17385,225,C,False,False,Surface Problem,225,372,40,140,52,128,True,17385_225_C.jpg
17386,45,C,True,False,Present Curb Ramp,251,352,66,114,32,148,True,17386_45_C.jpg
17386,135,C,True,False,Present Curb Ramp,222,372,37,143,52,128,True,17386_135_C.jpg
17386,135,C,False,False,Obstacle,247,367,62,118,47,133,True,17386_135_C.jpg
17386,135,C,False,False,Obstacle,264,364,79,101,44,136,True,17386_135_C.jpg
17403,225,C,True,False,Present Curb Ramp,308,385,123,57,65,115,True,17403_225_C.jpg
17408,45,C,True,False,Present Curb Ramp,274,427,89,91,107,73,True,17408_45_C.jpg
17408,225,C,True,False,Present Curb Ramp,281,395,96,84,75,105,True,17408_225_C.jpg
17408,315,C,True,False,Present Curb Ramp,263,392,78,102,72,108,True,17408_315_C.jpg
17408,315,C,False,False,Surface Problem,283,385,98,82,65,115,True,17408_315_C.jpg
17408,315,C,False,False,Surface Problem,235,384,50,130,64,116,True,17408_315_C.jpg
17411,45,C,True,False,Present Curb Ramp,295,415,110,70,95,85,True,17411_45_C.jpg
17411,135,C,True,False,Present Curb Ramp,206,471,21,159,151,29,True,17411_135_C.jpg
17411,225,C,True,False,Present Curb Ramp,355,402,170,10,82,98,True,17411_225_C.jpg
17436,45,C,True,False,Present Curb Ramp,358,397,173,7,77,103,False,17436_45_C.jpg
17436,315,C,True,False,Present Curb Ramp,212,390,27,153,70,110,True,17436_315_C.jpg
17437,45,C,True,False,Present Curb Ramp,198,371,13,167,51,129,True,17437_45_C.jpg
17437,225,C,True,False,Present Curb Ramp,349,365,164,16,45,135,True,17437_225_C.jpg
17437,315,C,True,False,Present Curb Ramp,357,360,172,8,40,140,False,17437_315_C.jpg
17445,225,C,True,False,Present Curb Ramp,308,396,123,57,76,104,True,17445_225_C.jpg
17445,315,C,True,False,Present Curb Ramp,352,372,167,13,52,128,True,17445_315_C.jpg
17551,45,C,True,False,Present Curb Ramp,234,375,49,131,55,125,True,17551_45_C.jpg
17551,135,C,True,False,Present Curb Ramp,214,350,29,151,30,150,True,17551_135_C.jpg
17558,45,C,True,False,Present Curb Ramp,199,341,14,166,21,159,True,17558_45_C.jpg
17558,315,C,True,False,Present Curb Ramp,237,389,52,128,69,111,True,17558_315_C.jpg
17558,315,C,True,False,Present Curb Ramp,354,379,169,11,59,121,True,17558_315_C.jpg
17558,315,C,False,False,Obstacle,228,379,43,137,59,121,True,17558_315_C.jpg
17699,225,C,True,False,Present Curb Ramp,207,381,22,158,61,119,True,17699_225_C.jpg
17699,315,C,True,False,Present Curb Ramp,295,420,110,70,100,80,True,17699_315_C.jpg
17733,45,C,True,False,Present Curb Ramp,194,376,9,171,56,124,False,17733_45_C.jpg
17733,45,C,False,False,No Sidewalk,243,374,58,122,54,126,True,17733_45_C.jpg
17733,315,C,True,False,Present Curb Ramp,192,441,7,173,121,59,False,17733_315_C.jpg
17892,135,C,True,False,Present Curb Ramp,186,349,1,179,29,151,False,17892_135_C.jpg
17973,225,C,True,False,Present Curb Ramp,238,438,53,127,118,62,True,17973_225_C.jpg
17973,225,C,False,False,Surface Problem,267,399,82,98,79,101,True,17973_225_C.jpg
17973,225,C,False,False,Surface Problem,306,388,121,59,68,112,True,17973_225_C.jpg
17973,225,C,False,False,Surface Problem,326,379,141,39,59,121,True,17973_225_C.jpg
17973,315,C,True,False,Present Curb Ramp,188,410,3,177,90,90,False,17973_315_C.jpg
17973,315,C,False,False,Surface Problem,248,382,63,117,62,118,True,17973_315_C.jpg
17974,45,C,True,False,Present Curb Ramp,358,363,173,7,43,137,False,17974_45_C.jpg
17974,135,C,True,False,Present Curb Ramp,201,364,16,164,44,136,True,17974_135_C.jpg
17974,225,C,True,False,Present Curb Ramp,277,392,92,88,72,108,True,17974_225_C.jpg
17974,315,C,False,False,Surface Problem,326,361,141,39,41,139,True,17974_315_C.jpg
17974,315,C,True,False,Present Curb Ramp,288,359,103,77,39,141,True,17974_315_C.jpg
17974,315,C,False,False,Surface Problem,236,357,51,129,37,143,True,17974_315_C.jpg
17976,225,C,False,False,Surface Problem,307,408,122,58,88,92,True,17976_225_C.jpg
17976,225,C,False,False,Surface Problem,355,389,170,10,69,111,True,17976_225_C.jpg
17976,315,C,True,False,Present Curb Ramp,237,396,52,128,76,104,True,17976_315_C.jpg
17976,315,C,False,False,Surface Problem,204,375,19,161,55,125,True,17976_315_C.jpg
17976,315,C,False,False,Surface Problem,284,375,99,81,55,125,True,17976_315_C.jpg
18131,45,C,False,False,Surface Problem,208,362,23,157,42,138,True,18131_45_C.jpg
18131,135,C,False,False,Surface Problem,297,407,112,68,87,93,True,18131_135_C.jpg
18131,225,C,True,False,Present Curb Ramp,286,378,101,79,58,122,True,18131_225_C.jpg
18131,225,C,True,False,Present Curb Ramp,240,367,55,125,47,133,True,18131_225_C.jpg
18145,45,C,True,False,Present Curb Ramp,338,390,153,27,70,110,True,18145_45_C.jpg
18145,135,C,True,False,Present Curb Ramp,254,378,69,111,58,122,True,18145_135_C.jpg
18145,135,C,True,False,Present Curb Ramp,325,384,140,40,64,116,True,18145_135_C.jpg
18145,315,C,False,False,Surface Problem,234,348,49,131,28,152,True,18145_315_C.jpg
18151,135,C,True,False,Present Curb Ramp,192,358,7,173,38,142,False,18151_135_C.jpg
18151,135,C,True,False,Present Curb Ramp,363,364,178,2,44,136,False,18151_135_C.jpg
18151,225,C,True,False,Present Curb Ramp,226,359,41,139,39,141,True,18151_225_C.jpg
18151,315,C,True,False,Present Curb Ramp,311,376,126,54,56,124,True,18151_315_C.jpg
18151,315,C,True,False,Present Curb Ramp,194,368,9,171,48,132,False,18151_315_C.jpg
18158,225,C,False,True,Missing Curb Ramp,197,367,12,168,47,133,True,18158_225_C.jpg
18163,135,C,True,False,Present Curb Ramp,272,388,87,93,68,112,True,18163_135_C.jpg
18163,135,C,True,False,Present Curb Ramp,356,388,171,9,68,112,False,18163_135_C.jpg
18210,45,C,True,False,Present Curb Ramp,300,430,115,65,110,70,True,18210_45_C.jpg
18210,225,C,True,False,Present Curb Ramp,316,390,131,49,70,110,True,18210_225_C.jpg
18210,225,C,False,False,Surface Problem,277,379,92,88,59,121,True,18210_225_C.jpg
18210,315,C,True,False,Present Curb Ramp,252,413,67,113,93,87,True,18210_315_C.jpg
18218,135,C,True,False,Present Curb Ramp,308,386,123,57,66,114,True,18218_135_C.jpg
18218,315,C,True,False,Present Curb Ramp,340,341,155,25,21,159,True,18218_315_C.jpg
18218,315,C,True,False,Present Curb Ramp,308,338,123,57,18,162,True,18218_315_C.jpg
18242,45,C,True,False,Present Curb Ramp,267,362,82,98,42,138,True,18242_45_C.jpg
18242,315,C,False,True,Missing Curb Ramp,253,350,68,112,30,150,True,18242_315_C.jpg
18242,315,C,True,False,Present Curb Ramp,284,345,99,81,25,155,True,18242_315_C.jpg
18256,135,C,True,False,Present Curb Ramp,208,356,23,157,36,144,True,18256_135_C.jpg
18256,135,C,True,False,Present Curb Ramp,205,373,20,160,53,127,True,18256_135_C.jpg
18256,225,C,True,False,Present Curb Ramp,300,388,115,65,68,112,True,18256_225_C.jpg
18256,225,C,False,True,Missing Curb Ramp,213,408,28,152,88,92,True,18256_225_C.jpg
18272,45,C,False,False,Surface Problem,304,452,119,61,132,48,True,18272_45_C.jpg
18272,225,C,True,False,Present Curb Ramp,343,347,158,22,27,153,True,18272_225_C.jpg
18272,225,C,True,False,Present Curb Ramp,236,357,51,129,37,143,True,18272_225_C.jpg
18274,135,C,True,False,Present Curb Ramp,294,414,109,71,94,86,True,18274_135_C.jpg
18274,225,C,False,False,Surface Problem,204,359,19,161,39,141,True,18274_225_C.jpg
18274,225,C,True,False,Present Curb Ramp,267,340,82,98,20,160,True,18274_225_C.jpg
18274,315,C,True,False,Present Curb Ramp,362,389,177,3,69,111,False,18274_315_C.jpg
18274,315,C,False,False,Surface Problem,363,354,178,2,34,146,False,18274_315_C.jpg
18278,45,C,False,False,Surface Problem,229,350,44,136,30,150,True,18278_45_C.jpg
18278,225,C,True,False,Present Curb Ramp,237,370,52,128,50,130,True,18278_225_C.jpg
18279,45,C,True,False,Present Curb Ramp,223,368,38,142,48,132,True,18279_45_C.jpg
18281,135,C,True,False,Present Curb Ramp,201,364,16,164,44,136,True,18281_135_C.jpg
18284,225,C,True,False,Present Curb Ramp,205,355,20,160,35,145,True,18284_225_C.jpg
18312,45,C,True,False,Present Curb Ramp,361,375,176,4,55,125,False,18312_45_C.jpg
18312,135,C,True,False,Present Curb Ramp,348,381,163,17,61,119,True,18312_135_C.jpg
18340,45,C,True,False,Present Curb Ramp,301,351,116,64,31,149,True,18340_45_C.jpg
18340,225,C,True,False,Present Curb Ramp,286,364,101,79,44,136,True,18340_225_C.jpg
18387,225,C,False,False,Surface Problem,255,479,70,110,159,21,True,18387_225_C.jpg
18387,315,C,True,False,Present Curb Ramp,259,342,74,106,22,158,True,18387_315_C.jpg
18393,45,C,True,False,Present Curb Ramp,206,399,21,159,79,101,True,18393_45_C.jpg
18393,135,C,True,False,Present Curb Ramp,226,360,41,139,40,140,True,18393_135_C.jpg
18393,135,C,True,False,Present Curb Ramp,264,355,79,101,35,145,True,18393_135_C.jpg
18393,225,C,True,False,Present Curb Ramp,357,360,172,8,40,140,False,18393_225_C.jpg
18397,225,C,True,False,Present Curb Ramp,290,392,105,75,72,108,True,18397_225_C.jpg
18398,135,C,True,False,Present Curb Ramp,197,373,12,168,53,127,True,18398_135_C.jpg
18410,45,C,True,False,Present Curb Ramp,302,375,117,63,55,125,True,18410_45_C.jpg
18782,45,C,True,False,Present Curb Ramp,231,337,46,134,17,163,True,18782_45_C.jpg
18782,135,C,True,False,Present Curb Ramp,210,386,25,155,66,114,True,18782_135_C.jpg
18782,135,C,False,False,Obstacle,322,361,137,43,41,139,True,18782_135_C.jpg
18782,225,C,True,False,Present Curb Ramp,316,384,131,49,64,116,True,18782_225_C.jpg
18782,315,C,True,False,Present Curb Ramp,294,462,109,71,142,38,True,18782_315_C.jpg
18782,315,C,False,False,Obstacle,318,420,133,47,100,80,True,18782_315_C.jpg
18786,135,C,True,False,Present Curb Ramp,247,381,62,118,61,119,True,18786_135_C.jpg
18786,135,C,False,False,Obstacle,240,368,55,125,48,132,True,18786_135_C.jpg
18786,135,C,True,False,Present Curb Ramp,206,381,21,159,61,119,True,18786_135_C.jpg
18786,225,C,False,False,No Sidewalk,287,350,102,78,30,150,True,18786_225_C.jpg
18786,315,C,False,False,No Sidewalk,262,362,77,103,42,138,True,18786_315_C.jpg
18802,315,C,False,True,Missing Curb Ramp,243,366,58,122,46,134,True,18802_315_C.jpg
18810,45,C,False,False,Occlusion,359,349,174,6,29,151,False,18810_45_C.jpg
18810,225,C,False,False,No Sidewalk,345,372,160,20,52,128,True,18810_225_C.jpg
18813,45,C,True,False,Present Curb Ramp,226,424,41,139,104,76,True,18813_45_C.jpg
18813,45,C,True,False,Present Curb Ramp,297,424,112,68,104,76,True,18813_45_C.jpg
18813,135,C,True,False,Present Curb Ramp,310,424,125,55,104,76,True,18813_135_C.jpg
18813,315,C,True,False,Present Curb Ramp,224,373,39,141,53,127,True,18813_315_C.jpg
18813,315,C,False,False,Obstacle,194,366,9,171,46,134,False,18813_315_C.jpg
18955,45,C,True,False,Present Curb Ramp,303,391,118,62,71,109,True,18955_45_C.jpg
18955,135,C,False,True,Missing Curb Ramp,251,421,66,114,101,79,True,18955_135_C.jpg
18969,225,C,True,False,Present Curb Ramp,221,376,36,144,56,124,True,18969_225_C.jpg
18989,225,C,True,False,Present Curb Ramp,235,370,50,130,50,130,True,18989_225_C.jpg
18998,45,C,False,True,Missing Curb Ramp,195,357,10,170,37,143,True,18998_45_C.jpg
18998,135,C,True,False,Present Curb Ramp,295,377,110,70,57,123,True,18998_135_C.jpg
18998,225,C,True,False,Present Curb Ramp,305,397,120,60,77,103,True,18998_225_C.jpg
18998,315,C,True,False,Present Curb Ramp,349,363,164,16,43,137,True,18998_315_C.jpg
19009,45,C,True,False,Present Curb Ramp,282,367,97,83,47,133,True,19009_45_C.jpg
19009,45,C,True,False,Present Curb Ramp,330,370,145,35,50,130,True,19009_45_C.jpg
19023,45,C,True,False,Present Curb Ramp,250,425,65,115,105,75,True,19023_45_C.jpg
19023,135,C,True,False,Present Curb Ramp,202,372,17,163,52,128,True,19023_135_C.jpg
19023,225,C,True,False,Present Curb Ramp,264,357,79,101,37,143,True,19023_225_C.jpg
19027,315,C,False,True,Missing Curb Ramp,247,383,62,118,63,117,True,19027_315_C.jpg
19029,135,C,True,False,Present Curb Ramp,268,374,83,97,54,126,True,19029_135_C.jpg
19029,315,C,True,False,Present Curb Ramp,204,345,19,161,25,155,True,19029_315_C.jpg
19029,315,C,False,True,Missing Curb Ramp,303,353,118,62,33,147,True,19029_315_C.jpg
19035,225,C,True,False,Present Curb Ramp,294,371,109,71,51,129,True,19035_225_C.jpg
19035,315,C,False,True,Missing Curb Ramp,227,396,42,138,76,104,True,19035_315_C.jpg
19039,135,C,False,False,Occlusion,316,351,131,49,31,149,True,19039_135_C.jpg
19051,45,C,True,False,Present Curb Ramp,202,366,17,163,46,134,True,19051_45_C.jpg
510,225,C,False,False,No Sidewalk,201,383,16,164,63,117,True,510_225_C.jpg
693,135,C,False,False,Obstacle,310,415,125,55,95,85,True,693_135_C.jpg
693,225,C,False,False,No Sidewalk,315,398,130,50,78,102,True,693_225_C.jpg
693,315,C,False,False,No Sidewalk,354,387,169,11,67,113,True,693_315_C.jpg
1023,45,C,False,False,Obstacle,189,359,4,176,39,141,False,1023_45_C.jpg
1525,45,C,True,False,Present Curb Ramp,232,420,47,133,100,80,True,1525_45_C.jpg
1747,315,C,True,False,Present Curb Ramp,290,395,105,75,75,105,True,1747_315_C.jpg
1899,45,C,True,False,Present Curb Ramp,269,415,84,96,95,85,True,1899_45_C.jpg
1899,135,C,True,False,Present Curb Ramp,299,393,114,66,73,107,True,1899_135_C.jpg
1899,225,C,True,False,Present Curb Ramp,264,382,79,101,62,118,True,1899_225_C.jpg
1899,315,C,True,False,Present Curb Ramp,268,427,83,97,107,73,True,1899_315_C.jpg
1926,45,C,True,False,Present Curb Ramp,346,462,161,19,142,38,True,1926_45_C.jpg
1926,135,C,True,False,Present Curb Ramp,231,431,46,134,111,69,True,1926_135_C.jpg
1926,135,C,True,False,Present Curb Ramp,341,420,156,24,100,80,True,1926_135_C.jpg
2093,45,C,True,False,Present Curb Ramp,317,438,132,48,118,62,True,2093_45_C.jpg
2093,135,C,True,False,Present Curb Ramp,309,423,124,56,103,77,True,2093_135_C.jpg
2093,225,C,True,False,Present Curb Ramp,299,433,114,66,113,67,True,2093_225_C.jpg
2093,315,C,True,False,Present Curb Ramp,316,432,131,49,112,68,True,2093_315_C.jpg
2099,135,C,False,False,Obstacle,190,469,5,175,149,31,False,2099_135_C.jpg
2350,45,C,True,False,Present Curb Ramp,192,396,7,173,76,104,False,2350_45_C.jpg
2564,225,C,True,False,Present Curb Ramp,356,410,171,9,90,90,False,2564_225_C.jpg
2666,135,C,True,False,Present Curb Ramp,263,391,78,102,71,109,True,2666_135_C.jpg
2678,45,C,True,False,Present Curb Ramp,293,384,108,72,64,116,True,2678_45_C.jpg
2678,135,C,False,False,Surface Problem,322,374,137,43,54,126,True,2678_135_C.jpg
2685,45,C,True,False,Present Curb Ramp,306,424,121,59,104,76,True,2685_45_C.jpg
3524,135,C,True,False,Present Curb Ramp,322,438,137,43,118,62,True,3524_135_C.jpg
3524,135,C,False,False,Surface Problem,337,415,152,28,95,85,True,3524_135_C.jpg
3524,225,C,False,False,Surface Problem,201,376,16,164,56,124,True,3524_225_C.jpg
3524,315,C,False,False,Surface Problem,266,429,81,99,109,71,True,3524_315_C.jpg
3751,135,C,True,False,Present Curb Ramp,302,375,117,63,55,125,True,3751_135_C.jpg
3905,225,C,True,False,Present Curb Ramp,208,413,23,157,93,87,True,3905_225_C.jpg
3905,315,C,True,False,Present Curb Ramp,230,363,45,135,43,137,True,3905_315_C.jpg
4016,45,C,True,False,Present Curb Ramp,341,367,156,24,47,133,True,4016_45_C.jpg
4034,315,C,False,False,Surface Problem,186,359,1,179,39,141,False,4034_315_C.jpg
4042,135,C,True,False,Present Curb Ramp,232,370,47,133,50,130,True,4042_135_C.jpg
4113,45,C,True,False,Present Curb Ramp,353,408,168,12,88,92,True,4113_45_C.jpg
9557,45,C,True,False,Present Curb Ramp,276,400,91,89,80,100,True,9557_45_C.jpg
9557,135,C,True,False,Present Curb Ramp,249,454,64,116,134,46,True,9557_135_C.jpg
9564,45,C,True,False,Present Curb Ramp,232,483,47,133,163,17,True,9564_45_C.jpg
9564,225,C,True,False,Present Curb Ramp,333,412,148,32,92,88,True,9564_225_C.jpg
9564,315,C,True,False,Present Curb Ramp,244,426,59,121,106,74,True,9564_315_C.jpg
9716,45,C,True,False,Present Curb Ramp,256,417,71,109,97,83,True,9716_45_C.jpg
9716,135,C,True,False,Present Curb Ramp,229,436,44,136,116,64,True,9716_135_C.jpg
9716,225,C,True,False,Present Curb Ramp,326,455,141,39,135,45,True,9716_225_C.jpg
9744,45,C,False,False,No Sidewalk,246,371,61,119,51,129,True,9744_45_C.jpg
9744,315,C,False,False,Surface Problem,282,403,97,83,83,97,True,9744_315_C.jpg
9756,45,C,True,False,Present Curb Ramp,306,397,121,59,77,103,True,9756_45_C.jpg
9780,45,C,True,False,Present Curb Ramp,219,442,34,146,122,58,True,9780_45_C.jpg
9780,225,C,True,False,Present Curb Ramp,193,385,8,172,65,115,False,9780_225_C.jpg
9780,315,C,True,False,Present Curb Ramp,290,420,105,75,100,80,True,9780_315_C.jpg
9808,225,C,False,False,Surface Problem,361,400,176,4,80,100,False,9808_225_C.jpg
9827,45,C,True,False,Present Curb Ramp,353,415,168,12,95,85,True,9827_45_C.jpg
9827,135,C,True,False,Present Curb Ramp,253,420,68,112,100,80,True,9827_135_C.jpg
9827,225,C,True,False,Present Curb Ramp,253,441,68,112,121,59,True,9827_225_C.jpg
9827,315,C,True,False,Present Curb Ramp,308,443,123,57,123,57,True,9827_315_C.jpg
9852,45,C,False,False,No Sidewalk,254,395,69,111,75,105,True,9852_45_C.jpg
9852,135,C,False,False,No Sidewalk,325,446,140,40,126,54,True,9852_135_C.jpg
9852,315,C,True,False,Present Curb Ramp,234,456,49,131,136,44,True,9852_315_C.jpg
10007,225,C,True,False,Present Curb Ramp,293,388,108,72,68,112,True,10007_225_C.jpg
10007,315,C,True,False,Present Curb Ramp,230,422,45,135,102,78,True,10007_315_C.jpg
10013,315,C,True,False,Present Curb Ramp,349,384,164,16,64,116,True,10013_315_C.jpg
10018,135,C,True,False,Present Curb Ramp,330,404,145,35,84,96,True,10018_135_C.jpg
10039,135,C,True,False,Present Curb Ramp,320,387,135,45,67,113,True,10039_135_C.jpg
10086,45,C,True,False,Present Curb Ramp,364,415,179,1,95,85,False,10086_45_C.jpg
10086,135,C,True,False,Present Curb Ramp,261,429,76,104,109,71,True,10086_135_C.jpg
10228,225,C,True,False,Present Curb Ramp,291,396,106,74,76,104,True,10228_225_C.jpg
10228,315,C,True,False,Present Curb Ramp,258,402,73,107,82,98,True,10228_315_C.jpg
10277,45,C,True,False,Present Curb Ramp,270,414,85,95,94,86,True,10277_45_C.jpg
10277,45,C,True,False,Present Curb Ramp,355,417,170,10,97,83,True,10277_45_C.jpg
10277,135,C,True,False,Present Curb Ramp,210,428,25,155,108,72,True,10277_135_C.jpg
10277,135,C,True,False,Present Curb Ramp,320,428,135,45,108,72,True,10277_135_C.jpg
10277,225,C,True,False,Present Curb Ramp,313,431,128,52,111,69,True,10277_225_C.jpg
10277,315,C,True,False,Present Curb Ramp,293,410,108,72,90,90,True,10277_315_C.jpg
10317,45,C,False,False,No Sidewalk,241,354,56,124,34,146,True,10317_45_C.jpg
10407,45,C,True,False,Present Curb Ramp,313,451,128,52,131,49,True,10407_45_C.jpg
10407,225,C,True,False,Present Curb Ramp,363,388,178,2,68,112,False,10407_225_C.jpg
10407,315,C,True,False,Present Curb Ramp,262,432,77,103,112,68,True,10407_315_C.jpg
10423,315,C,True,False,Present Curb Ramp,302,379,117,63,59,121,True,10423_315_C.jpg
10636,45,C,True,False,Present Curb Ramp,231,363,46,134,43,137,True,10636_45_C.jpg
10636,135,C,False,False,Surface Problem,237,384,52,128,64,116,True,10636_135_C.jpg
10702,45,C,True,False,Present Curb Ramp,351,404,166,14,84,96,True,10702_45_C.jpg
10702,135,C,True,False,Present Curb Ramp,233,412,48,132,92,88,True,10702_135_C.jpg
10702,315,C,True,False,Present Curb Ramp,287,397,102,78,77,103,True,10702_315_C.jpg
10733,315,C,False,False,No Sidewalk,270,399,85,95,79,101,True,10733_315_C.jpg
10782,45,C,True,False,Present Curb Ramp,242,422,57,123,102,78,True,10782_45_C.jpg
10782,45,C,True,False,Present Curb Ramp,315,420,130,50,100,80,True,10782_45_C.jpg
10782,225,C,True,False,Present Curb Ramp,245,370,60,120,50,130,True,10782_225_C.jpg
10782,315,C,True,False,Present Curb Ramp,282,405,97,83,85,95,True,10782_315_C.jpg
10782,315,C,True,False,Present Curb Ramp,341,407,156,24,87,93,True,10782_315_C.jpg
11269,45,C,True,False,Present Curb Ramp,318,377,133,47,57,123,True,11269_45_C.jpg
11282,45,C,True,False,Present Curb Ramp,341,432,156,24,112,68,True,11282_45_C.jpg
11282,135,C,True,False,Present Curb Ramp,319,416,134,46,96,84,True,11282_135_C.jpg
11282,225,C,True,False,Present Curb Ramp,230,443,45,135,123,57,True,11282_225_C.jpg
11282,315,C,True,False,Present Curb Ramp,361,461,176,4,141,39,False,11282_315_C.jpg
11289,135,C,False,False,Surface Problem,306,406,121,59,86,94,True,11289_135_C.jpg
11289,225,C,True,False,Present Curb Ramp,348,421,163,17,101,79,True,11289_225_C.jpg
11289,315,C,True,False,Present Curb Ramp,285,425,100,80,105,75,True,11289_315_C.jpg
11295,315,C,True,False,Present Curb Ramp,320,367,135,45,47,133,True,11295_315_C.jpg
11559,45,C,True,False,Present Curb Ramp,310,429,125,55,109,71,True,11559_45_C.jpg
11559,225,C,True,False,Present Curb Ramp,284,397,99,81,77,103,True,11559_225_C.jpg
11559,315,C,True,False,Present Curb Ramp,290,418,105,75,98,82,True,11559_315_C.jpg
11677,45,C,True,False,Present Curb Ramp,196,372,11,169,52,128,True,11677_45_C.jpg
11744,45,C,True,False,Present Curb Ramp,240,466,55,125,146,34,True,11744_45_C.jpg
11744,225,C,True,False,Present Curb Ramp,239,422,54,126,102,78,True,11744_225_C.jpg
11744,315,C,True,False,Present Curb Ramp,335,410,150,30,90,90,True,11744_315_C.jpg
11772,45,C,True,False,Present Curb Ramp,242,399,57,123,79,101,True,11772_45_C.jpg
11772,135,C,True,False,Present Curb Ramp,230,497,45,135,177,3,True,11772_135_C.jpg
11775,45,C,True,False,Present Curb Ramp,189,372,4,176,52,128,False,11775_45_C.jpg
11775,135,C,True,False,Present Curb Ramp,186,349,1,179,29,151,False,11775_135_C.jpg
