imgid_heading,ground_truth,jpg_name,3_labels
16927_135,present,2,A_Present
16927_135,1_null,4,C_Null
16927_225,present,2,A_Present
16927_225,1_null,4,C_Null
16927_315,present,2,A_Present
16927_315,1_null,4,C_Null
16927_45,present,1,A_Present
16927_45,1_null,5,C_Null
16931_135,1_null,6,C_Null
16931_225,present,2,A_Present
16931_225,1_null,4,C_Null
16931_315,1_null,6,C_Null
16931_45,1_null,6,C_Null
16968_135,1_null,6,C_Null
16968_225,present,2,A_Present
16968_225,1_null,4,C_Null
16968_315,present,2,A_Present
16968_315,1_null,4,C_Null
16968_45,present,2,A_Present
16968_45,1_null,4,C_Null
16981_135,1_null,6,C_Null
16981_225,present,1,A_Present
16981_225,1_null,5,C_Null
16981_315,1_null,6,C_Null
16981_45,1_null,6,C_Null
17002_135,present,2,A_Present
17002_135,1_null,4,C_Null
17002_225,present,1,A_Present
17002_225,1_null,5,C_Null
17002_315,present,2,A_Present
17002_315,1_null,4,C_Null
17002_45,present,2,A_Present
17002_45,1_null,4,C_Null
17005_135,1_null,6,C_Null
17005_225,present,2,A_Present
17005_225,1_null,4,C_Null
17005_315,present,1,A_Present
17005_315,1_null,5,C_Null
17005_45,present,2,A_Present
17005_45,1_null,4,C_Null
17014_135,1_null,6,C_Null
17014_225,1_null,6,C_Null
17014_315,1_null,6,C_Null
17014_45,1_null,6,C_Null
17026_135,present,2,A_Present
17026_135,1_null,4,C_Null
17026_225,present,1,A_Present
17026_225,1_null,5,C_Null
17026_315,present,1,A_Present
17026_315,1_null,5,C_Null
17026_45,present,1,A_Present
17026_45,1_null,5,C_Null
17033_135,present,4,A_Present
17033_135,1_null,2,C_Null
17033_225,present,2,A_Present
17033_225,1_null,4,C_Null
17033_315,present,2,A_Present
17033_315,1_null,4,C_Null
17033_45,present,2,A_Present
17033_45,only_missing,2,B_Missing
17033_45,1_null,2,C_Null
17038_135,present,3,A_Present
17038_135,1_null,3,C_Null
17038_225,present,2,A_Present
17038_225,1_null,4,C_Null
17038_315,present,2,A_Present
17038_315,1_null,4,C_Null
17038_45,present,1,A_Present
17038_45,1_null,5,C_Null
17045_135,multiple_present,1,A_Present
17045_135,present,1,A_Present
17045_135,1_null,4,C_Null
17045_225,present,2,A_Present
17045_225,1_null,4,C_Null
17045_315,multiple_present,1,A_Present
17045_315,present,4,A_Present
17045_315,1_null,1,C_Null
17045_45,present,4,A_Present
17045_45,1_null,2,C_Null
17047_135,present,3,A_Present
17047_135,1_null,3,C_Null
17047_225,present,2,A_Present
17047_225,1_null,4,C_Null
17047_315,present,2,A_Present
17047_315,1_null,4,C_Null
17047_45,present,4,A_Present
17047_45,1_null,2,C_Null
17049_135,present,2,A_Present
17049_135,1_null,4,C_Null
17049_225,multiple_present,1,A_Present
17049_225,present,1,A_Present
17049_225,1_null,4,C_Null
17049_315,1_null,6,C_Null
17049_45,present,2,A_Present
17049_45,1_null,4,C_Null
17051_135,present,1,A_Present
17051_135,1_null,5,C_Null
17051_225,present,4,A_Present
17051_225,1_null,2,C_Null
17051_315,present,3,A_Present
17051_315,1_null,3,C_Null
17051_45,present,1,A_Present
17051_45,1_null,5,C_Null
17053_135,present,1,A_Present
17053_135,1_null,5,C_Null
17053_225,present,2,A_Present
17053_225,1_null,4,C_Null
17053_315,present,1,A_Present
17053_315,1_null,5,C_Null
17053_45,present,2,A_Present
17053_45,1_null,4,C_Null
17062_135,present,2,A_Present
17062_135,1_null,4,C_Null
17062_225,present,2,A_Present
17062_225,1_null,4,C_Null
17062_315,present,1,A_Present
17062_315,1_null,5,C_Null
17062_45,present,1,A_Present
17062_45,1_null,5,C_Null
17066_135,present,2,A_Present
17066_135,1_null,4,C_Null
17066_225,1_null,6,C_Null
17066_315,1_null,6,C_Null
17066_45,1_null,6,C_Null
17067_135,present,2,A_Present
17067_135,1_null,4,C_Null
17067_225,1_null,6,C_Null
17067_315,present,1,A_Present
17067_315,1_null,5,C_Null
17067_45,present,3,A_Present
17067_45,1_null,3,C_Null
17068_135,1_null,6,C_Null
17068_225,present,1,A_Present
17068_225,1_null,5,C_Null
17068_315,present,1,A_Present
17068_315,1_null,5,C_Null
17068_45,1_null,6,C_Null
17073_135,1_null,6,C_Null
17073_225,1_null,6,C_Null
17073_315,1_null,6,C_Null
17073_45,1_null,6,C_Null
17141_135,present,2,A_Present
17141_135,1_null,4,C_Null
17141_225,multiple_present,1,A_Present
17141_225,present,1,A_Present
17141_225,1_null,4,C_Null
17141_315,present,2,A_Present
17141_315,1_null,4,C_Null
17141_45,1_null,6,C_Null
17143_135,1_null,6,C_Null
17143_225,1_null,6,C_Null
17143_315,1_null,6,C_Null
17143_45,present,2,A_Present
17143_45,1_null,4,C_Null
17145_135,1_null,6,C_Null
17145_225,present,2,A_Present
17145_225,1_null,4,C_Null
17145_315,1_null,6,C_Null
17145_45,1_null,6,C_Null
17152_135,multiple_present,1,A_Present
17152_135,present,5,A_Present
17152_225,present,2,A_Present
17152_225,1_null,4,C_Null
17152_315,present,2,A_Present
17152_315,1_null,4,C_Null
17152_45,1_null,6,C_Null
17170_135,present,2,A_Present
17170_135,1_null,4,C_Null
17170_225,1_null,6,C_Null
17170_315,present,2,A_Present
17170_315,1_null,4,C_Null
17170_45,multiple_present,1,A_Present
17170_45,present,2,A_Present
17170_45,1_null,3,C_Null
17179_135,present,1,A_Present
17179_135,1_null,5,C_Null
17179_225,1_null,6,C_Null
17179_315,multiple_present,1,A_Present
17179_315,present,1,A_Present
17179_315,1_null,4,C_Null
17179_45,present,1,A_Present
17179_45,1_null,5,C_Null
17180_135,multiple_present,1,A_Present
17180_135,present,1,A_Present
17180_135,1_null,4,C_Null
17180_225,present,1,A_Present
17180_225,1_null,5,C_Null
17180_315,present,2,A_Present
17180_315,1_null,4,C_Null
17180_45,multiple_present,1,A_Present
17180_45,present,2,A_Present
17180_45,1_null,3,C_Null
17202_135,present,4,A_Present
17202_135,1_null,2,C_Null
17202_225,present,2,A_Present
17202_225,1_null,4,C_Null
17202_315,1_null,6,C_Null
17202_45,1_null,6,C_Null
1721_135,present,2,A_Present
1721_135,1_null,4,C_Null
1721_225,present,2,A_Present
1721_225,only_missing,2,B_Missing
1721_225,1_null,2,C_Null
1721_315,present,2,A_Present
1721_315,only_missing,1,B_Missing
1721_315,1_null,3,C_Null
1721_45,present,2,A_Present
1721_45,1_null,4,C_Null
17221_135,1_null,6,C_Null
17221_225,multiple_present,2,A_Present
17221_225,present,3,A_Present
17221_225,1_null,1,C_Null
17221_315,present,4,A_Present
17221_315,1_null,2,C_Null
17221_45,1_null,6,C_Null
17247_135,present,2,A_Present
17247_135,1_null,4,C_Null
17247_225,present,2,A_Present
17247_225,1_null,4,C_Null
17247_315,present,2,A_Present
17247_315,1_null,4,C_Null
17247_45,present,2,A_Present
17247_45,1_null,4,C_Null
17252_135,1_null,6,C_Null
17252_225,1_null,6,C_Null
17252_315,present,1,A_Present
17252_315,1_null,5,C_Null
17252_45,1_null,6,C_Null
17277_135,present,2,A_Present
17277_135,1_null,4,C_Null
17277_225,present,2,A_Present
17277_225,1_null,4,C_Null
17277_315,1_null,6,C_Null
17277_45,1_null,6,C_Null
17343_135,1_null,6,C_Null
17343_225,present,2,A_Present
17343_225,1_null,4,C_Null
17343_315,present,1,A_Present
17343_315,1_null,5,C_Null
17343_45,1_null,6,C_Null
17366_135,1_null,6,C_Null
17366_225,1_null,6,C_Null
17366_315,1_null,6,C_Null
17366_45,1_null,6,C_Null
17385_135,present,2,A_Present
17385_135,1_null,4,C_Null
17385_225,present,2,A_Present
17385_225,1_null,4,C_Null
17385_315,1_null,6,C_Null
17385_45,present,2,A_Present
17385_45,1_null,4,C_Null
17386_135,multiple_present,1,A_Present
17386_135,present,2,A_Present
17386_135,1_null,3,C_Null
17386_225,multiple_present,1,A_Present
17386_225,present,2,A_Present
17386_225,only_missing,1,B_Missing
17386_225,1_null,2,C_Null
17386_315,present,2,A_Present
17386_315,1_null,4,C_Null
17386_45,present,2,A_Present
17386_45,1_null,4,C_Null
17388_135,1_null,6,C_Null
17388_225,1_null,6,C_Null
17388_315,1_null,6,C_Null
17388_45,1_null,6,C_Null
17392_135,1_null,6,C_Null
17392_225,present,1,A_Present
17392_225,1_null,5,C_Null
17392_315,multiple_present,1,A_Present
17392_315,present,2,A_Present
17392_315,1_null,3,C_Null
17392_45,multiple_present,1,A_Present
17392_45,present,2,A_Present
17392_45,1_null,3,C_Null
17403_135,present,2,A_Present
17403_135,1_null,4,C_Null
17403_225,present,2,A_Present
17403_225,1_null,4,C_Null
17403_315,present,1,A_Present
17403_315,1_null,5,C_Null
17403_45,present,2,A_Present
17403_45,1_null,4,C_Null
17406_135,1_null,6,C_Null
17406_225,present,2,A_Present
17406_225,1_null,4,C_Null
17406_315,present,2,A_Present
17406_315,1_null,4,C_Null
17406_45,1_null,6,C_Null
17408_135,multiple_present,2,A_Present
17408_135,1_null,4,C_Null
17408_225,present,1,A_Present
17408_225,1_null,5,C_Null
17408_315,present,2,A_Present
17408_315,1_null,4,C_Null
17408_45,present,1,A_Present
17408_45,1_null,5,C_Null
17411_135,present,3,A_Present
17411_135,1_null,3,C_Null
17411_225,present,2,A_Present
17411_225,1_null,4,C_Null
17411_315,1_null,6,C_Null
17411_45,present,4,A_Present
17411_45,1_null,2,C_Null
17436_135,1_null,6,C_Null
17436_225,present,2,A_Present
17436_225,1_null,4,C_Null
17436_315,present,2,A_Present
17436_315,1_null,4,C_Null
17436_45,present,1,A_Present
17436_45,1_null,5,C_Null
17437_135,present,2,A_Present
17437_135,1_null,4,C_Null
17437_225,present,2,A_Present
17437_225,1_null,4,C_Null
17437_315,present,1,A_Present
17437_315,1_null,5,C_Null
17437_45,present,2,A_Present
17437_45,1_null,4,C_Null
17445_135,1_null,6,C_Null
17445_225,present,3,A_Present
17445_225,1_null,3,C_Null
17445_315,multiple_present,1,A_Present
17445_315,present,2,A_Present
17445_315,1_null,3,C_Null
17445_45,1_null,6,C_Null
1747_135,1_null,6,C_Null
1747_225,present,2,A_Present
1747_225,1_null,4,C_Null
1747_315,present,2,A_Present
1747_315,1_null,4,C_Null
1747_45,present,2,A_Present
1747_45,1_null,4,C_Null
17551_135,present,3,A_Present
17551_135,1_null,3,C_Null
17551_225,1_null,6,C_Null
17551_315,1_null,6,C_Null
17551_45,present,2,A_Present
17551_45,1_null,4,C_Null
17558_135,1_null,6,C_Null
17558_225,present,2,A_Present
17558_225,1_null,4,C_Null
17558_315,multiple_present,1,A_Present
17558_315,present,2,A_Present
17558_315,1_null,3,C_Null
17558_45,present,2,A_Present
17558_45,1_null,4,C_Null
17626_135,1_null,6,C_Null
17626_225,present,3,A_Present
17626_225,1_null,3,C_Null
17626_315,1_null,6,C_Null
17626_45,1_null,6,C_Null
17641_135,present,4,A_Present
17641_135,1_null,2,C_Null
17641_225,present,2,A_Present
17641_225,1_null,4,C_Null
17641_315,multiple_present,1,A_Present
17641_315,present,2,A_Present
17641_315,1_null,3,C_Null
17641_45,present,2,A_Present
17641_45,1_null,4,C_Null
17651_135,multiple_present,1,A_Present
17651_135,present,1,A_Present
17651_135,1_null,4,C_Null
17651_225,present,2,A_Present
17651_225,1_null,4,C_Null
17651_315,present,4,A_Present
17651_315,1_null,2,C_Null
17651_45,present,1,A_Present
17651_45,1_null,5,C_Null
17699_135,present,2,A_Present
17699_135,1_null,4,C_Null
17699_225,present,2,A_Present
17699_225,1_null,4,C_Null
17699_315,present,2,A_Present
17699_315,1_null,4,C_Null
17699_45,present,2,A_Present
17699_45,1_null,4,C_Null
17733_135,1_null,6,C_Null
17733_225,1_null,6,C_Null
17733_315,present,1,A_Present
17733_315,1_null,5,C_Null
17733_45,present,1,A_Present
17733_45,1_null,5,C_Null
17735_135,multiple_present,1,A_Present
17735_135,present,2,A_Present
17735_135,1_null,3,C_Null
17735_225,present,2,A_Present
17735_225,1_null,4,C_Null
17735_315,multiple_present,1,A_Present
17735_315,present,1,A_Present
17735_315,1_null,4,C_Null
17735_45,multiple_present,1,A_Present
17735_45,present,2,A_Present
17735_45,1_null,3,C_Null
17796_135,present,2,A_Present
17796_135,1_null,4,C_Null
17796_225,1_null,6,C_Null
17796_315,1_null,6,C_Null
17796_45,1_null,6,C_Null
17850_135,present,2,A_Present
17850_135,1_null,4,C_Null
17850_225,1_null,6,C_Null
17850_315,1_null,6,C_Null
17850_45,present,3,A_Present
17850_45,1_null,3,C_Null
17881_135,1_null,6,C_Null
17881_225,1_null,6,C_Null
17881_315,present,1,A_Present
17881_315,1_null,5,C_Null
17881_45,present,1,A_Present
17881_45,1_null,5,C_Null
17892_135,present,1,A_Present
17892_135,only_missing,2,B_Missing
17892_135,1_null,3,C_Null
17892_225,1_null,6,C_Null
17892_315,1_null,6,C_Null
17892_45,1_null,6,C_Null
17966_135,1_null,6,C_Null
17966_225,present,2,A_Present
17966_225,1_null,4,C_Null
17966_315,present,2,A_Present
17966_315,1_null,4,C_Null
17966_45,1_null,6,C_Null
17973_135,1_null,6,C_Null
17973_225,present,2,A_Present
17973_225,1_null,4,C_Null
17973_315,present,1,A_Present
17973_315,1_null,5,C_Null
17973_45,1_null,6,C_Null
17974_135,present,2,A_Present
17974_135,1_null,4,C_Null
17974_225,present,1,A_Present
17974_225,1_null,5,C_Null
17974_315,present,2,A_Present
17974_315,1_null,4,C_Null
17974_45,present,1,A_Present
17974_45,1_null,5,C_Null
17976_135,1_null,6,C_Null
17976_225,present,2,A_Present
17976_225,1_null,4,C_Null
17976_315,present,2,A_Present
17976_315,1_null,4,C_Null
17976_45,1_null,6,C_Null
18042_135,1_null,6,C_Null
18042_225,1_null,6,C_Null
18042_315,1_null,6,C_Null
18042_45,1_null,6,C_Null
18075_135,1_null,6,C_Null
18075_225,present,2,A_Present
18075_225,1_null,4,C_Null
18075_315,present,1,A_Present
18075_315,1_null,5,C_Null
18075_45,1_null,6,C_Null
18128_135,1_null,6,C_Null
18128_225,present,2,A_Present
18128_225,1_null,4,C_Null
18128_315,1_null,6,C_Null
18128_45,1_null,6,C_Null
18131_135,1_null,6,C_Null
18131_225,multiple_present,1,A_Present
18131_225,present,2,A_Present
18131_225,1_null,3,C_Null
18131_315,present,1,A_Present
18131_315,1_null,5,C_Null
18131_45,1_null,6,C_Null
18145_135,multiple_present,1,A_Present
18145_135,present,2,A_Present
18145_135,1_null,3,C_Null
18145_225,1_null,6,C_Null
18145_315,present,2,A_Present
18145_315,1_null,4,C_Null
18145_45,multiple_present,1,A_Present
18145_45,present,2,A_Present
18145_45,1_null,3,C_Null
18150_135,present,2,A_Present
18150_135,1_null,4,C_Null
18150_225,present,3,A_Present
18150_225,1_null,3,C_Null
18150_315,1_null,6,C_Null
18150_45,present,2,A_Present
18150_45,1_null,4,C_Null
18151_135,multiple_present,1,A_Present
18151_135,present,4,A_Present
18151_135,1_null,1,C_Null
18151_225,present,2,A_Present
18151_225,1_null,4,C_Null
18151_315,present,3,A_Present
18151_315,1_null,3,C_Null
18151_45,multiple_present,2,A_Present
18151_45,present,1,A_Present
18151_45,1_null,3,C_Null
18158_135,1_null,6,C_Null
18158_225,present,1,A_Present
18158_225,only_missing,3,B_Missing
18158_225,1_null,2,C_Null
18158_315,only_missing,2,B_Missing
18158_315,1_null,4,C_Null
18158_45,1_null,6,C_Null
18163_135,present,2,A_Present
18163_135,1_null,4,C_Null
18163_225,1_null,6,C_Null
18163_315,1_null,6,C_Null
18163_45,present,2,A_Present
18163_45,1_null,4,C_Null
18204_135,present,2,A_Present
18204_135,1_null,4,C_Null
18204_225,present,2,A_Present
18204_225,1_null,4,C_Null
18204_315,present,1,A_Present
18204_315,1_null,5,C_Null
18204_45,present,2,A_Present
18204_45,1_null,4,C_Null
18205_135,present,2,A_Present
18205_135,1_null,4,C_Null
18205_225,present,2,A_Present
18205_225,1_null,4,C_Null
18205_315,present,2,A_Present
18205_315,1_null,4,C_Null
18205_45,present,2,A_Present
18205_45,1_null,4,C_Null
18210_135,present,2,A_Present
18210_135,1_null,4,C_Null
18210_225,present,2,A_Present
18210_225,1_null,4,C_Null
18210_315,present,2,A_Present
18210_315,1_null,4,C_Null
18210_45,present,2,A_Present
18210_45,1_null,4,C_Null
18218_135,present,3,A_Present
18218_135,1_null,3,C_Null
18218_225,present,4,A_Present
18218_225,1_null,2,C_Null
18218_315,multiple_present,3,A_Present
18218_315,present,1,A_Present
18218_315,1_null,2,C_Null
18218_45,1_null,6,C_Null
18242_135,present,3,A_Present
18242_135,1_null,3,C_Null
18242_225,1_null,6,C_Null
18242_315,present,2,A_Present
18242_315,only_missing,2,B_Missing
18242_315,1_null,2,C_Null
18242_45,present,1,A_Present
18242_45,1_null,5,C_Null
18243_135,1_null,6,C_Null
18243_225,present,1,A_Present
18243_225,1_null,5,C_Null
18243_315,present,1,A_Present
18243_315,1_null,5,C_Null
18243_45,1_null,6,C_Null
18253_135,present,2,A_Present
18253_135,1_null,4,C_Null
18253_225,1_null,6,C_Null
18253_315,1_null,6,C_Null
18253_45,1_null,6,C_Null
18254_135,1_null,6,C_Null
18254_225,1_null,6,C_Null
18254_315,present,2,A_Present
18254_315,1_null,4,C_Null
18254_45,present,2,A_Present
18254_45,1_null,4,C_Null
18256_135,multiple_present,2,A_Present
18256_135,1_null,4,C_Null
18256_225,present,4,A_Present
18256_225,only_missing,1,B_Missing
18256_225,1_null,1,C_Null
18256_315,present,2,A_Present
18256_315,1_null,4,C_Null
18256_45,1_null,6,C_Null
18271_135,only_missing,1,B_Missing
18271_135,1_null,5,C_Null
18271_225,only_missing,1,B_Missing
18271_225,1_null,5,C_Null
18271_315,1_null,6,C_Null
18271_45,1_null,6,C_Null
18272_135,1_null,6,C_Null
18272_225,multiple_present,1,A_Present
18272_225,present,2,A_Present
18272_225,1_null,3,C_Null
18272_315,1_null,6,C_Null
18272_45,1_null,6,C_Null
18274_135,present,2,A_Present
18274_135,1_null,4,C_Null
18274_225,present,2,A_Present
18274_225,only_missing,1,B_Missing
18274_225,1_null,3,C_Null
18274_315,present,1,A_Present
18274_315,1_null,5,C_Null
18274_45,1_null,6,C_Null
18278_135,present,1,A_Present
18278_135,only_missing,1,B_Missing
18278_135,1_null,4,C_Null
18278_225,present,4,A_Present
18278_225,only_missing,1,B_Missing
18278_225,1_null,1,C_Null
18278_315,1_null,6,C_Null
18278_45,present,2,A_Present
18278_45,1_null,4,C_Null
18279_135,1_null,6,C_Null
18279_225,present,3,A_Present
18279_225,1_null,3,C_Null
18279_315,1_null,6,C_Null
18279_45,present,3,A_Present
18279_45,1_null,3,C_Null
18281_135,present,2,A_Present
18281_135,1_null,4,C_Null
18281_225,multiple_present,1,A_Present
18281_225,present,1,A_Present
18281_225,1_null,4,C_Null
18281_315,present,2,A_Present
18281_315,1_null,4,C_Null
18281_45,multiple_present,1,A_Present
18281_45,present,2,A_Present
18281_45,1_null,3,C_Null
18284_135,1_null,6,C_Null
18284_225,present,4,A_Present
18284_225,1_null,2,C_Null
18284_315,1_null,6,C_Null
18284_45,present,4,A_Present
18284_45,1_null,2,C_Null
18312_135,present,3,A_Present
18312_135,1_null,3,C_Null
18312_225,1_null,6,C_Null
18312_315,1_null,6,C_Null
18312_45,multiple_present,1,A_Present
18312_45,present,2,A_Present
18312_45,1_null,3,C_Null
18321_135,1_null,6,C_Null
18321_225,present,1,A_Present
18321_225,1_null,5,C_Null
18321_315,present,2,A_Present
18321_315,1_null,4,C_Null
18321_45,1_null,6,C_Null
18324_135,1_null,6,C_Null
18324_225,1_null,6,C_Null
18324_315,1_null,6,C_Null
18324_45,1_null,6,C_Null
18340_135,multiple_present,1,A_Present
18340_135,present,1,A_Present
18340_135,1_null,4,C_Null
18340_225,multiple_present,1,A_Present
18340_225,present,2,A_Present
18340_225,1_null,3,C_Null
18340_315,present,2,A_Present
18340_315,1_null,4,C_Null
18340_45,multiple_present,1,A_Present
18340_45,present,3,A_Present
18340_45,1_null,2,C_Null
18387_135,multiple_present,2,A_Present
18387_135,1_null,4,C_Null
18387_225,1_null,6,C_Null
18387_315,present,2,A_Present
18387_315,1_null,4,C_Null
18387_45,1_null,6,C_Null
18393_135,multiple_present,2,A_Present
18393_135,1_null,4,C_Null
18393_225,multiple_present,1,A_Present
18393_225,present,1,A_Present
18393_225,1_null,4,C_Null
18393_315,present,1,A_Present
18393_315,1_null,5,C_Null
18393_45,multiple_present,1,A_Present
18393_45,present,2,A_Present
18393_45,1_null,3,C_Null
18396_135,present,1,A_Present
18396_135,1_null,5,C_Null
18396_225,present,2,A_Present
18396_225,1_null,4,C_Null
18396_315,1_null,6,C_Null
18396_45,present,2,A_Present
18396_45,1_null,4,C_Null
18397_135,1_null,6,C_Null
18397_225,present,2,A_Present
18397_225,1_null,4,C_Null
18397_315,1_null,6,C_Null
18397_45,1_null,6,C_Null
18398_135,present,2,A_Present
18398_135,1_null,4,C_Null
18398_225,multiple_present,3,A_Present
18398_225,1_null,3,C_Null
18398_315,multiple_present,2,A_Present
18398_315,1_null,4,C_Null
18398_45,1_null,6,C_Null
18399_135,1_null,6,C_Null
18399_225,multiple_present,2,A_Present
18399_225,present,1,A_Present
18399_225,1_null,3,C_Null
18399_315,1_null,6,C_Null
18399_45,1_null,6,C_Null
18401_135,only_missing,1,B_Missing
18401_135,1_null,5,C_Null
18401_225,1_null,6,C_Null
18401_315,multiple_present,2,A_Present
18401_315,1_null,4,C_Null
18401_45,multiple_present,1,A_Present
18401_45,1_null,5,C_Null
18410_135,1_null,6,C_Null
18410_225,multiple_present,1,A_Present
18410_225,present,2,A_Present
18410_225,1_null,3,C_Null
18410_315,present,3,A_Present
18410_315,1_null,3,C_Null
18410_45,multiple_present,1,A_Present
18410_45,present,1,A_Present
18410_45,1_null,4,C_Null
18414_135,1_null,6,C_Null
18414_225,1_null,6,C_Null
18414_315,1_null,6,C_Null
18414_45,1_null,6,C_Null
18432_135,multiple_present,2,A_Present
18432_135,1_null,4,C_Null
18432_225,multiple_present,2,A_Present
18432_225,present,3,A_Present
18432_225,1_null,1,C_Null
18432_315,1_null,6,C_Null
18432_45,1_null,6,C_Null
18482_135,multiple_present,2,A_Present
18482_135,1_null,4,C_Null
18482_225,present,2,A_Present
18482_225,1_null,4,C_Null
18482_315,present,2,A_Present
18482_315,1_null,4,C_Null
18482_45,multiple_present,2,A_Present
18482_45,1_null,4,C_Null
18514_135,1_null,6,C_Null
18514_225,1_null,6,C_Null
18514_315,1_null,6,C_Null
18514_45,1_null,6,C_Null
18781_135,present,1,A_Present
18781_135,1_null,5,C_Null
18781_225,present,1,A_Present
18781_225,1_null,5,C_Null
18781_315,present,2,A_Present
18781_315,1_null,4,C_Null
18781_45,1_null,6,C_Null
18782_135,present,2,A_Present
18782_135,1_null,4,C_Null
18782_225,present,3,A_Present
18782_225,1_null,3,C_Null
18782_315,multiple_present,1,A_Present
18782_315,present,2,A_Present
18782_315,1_null,3,C_Null
18782_45,present,3,A_Present
18782_45,1_null,3,C_Null
18786_135,multiple_present,2,A_Present
18786_135,1_null,4,C_Null
18786_225,1_null,6,C_Null
18786_315,1_null,6,C_Null
18786_45,present,2,A_Present
18786_45,1_null,4,C_Null
18802_135,multiple_present,1,A_Present
18802_135,present,1,A_Present
18802_135,1_null,4,C_Null
18802_225,present,2,A_Present
18802_225,only_missing,1,B_Missing
18802_225,1_null,3,C_Null
18802_315,present,2,A_Present
18802_315,only_missing,2,B_Missing
18802_315,1_null,2,C_Null
18802_45,1_null,6,C_Null
18810_135,present,2,A_Present
18810_135,1_null,4,C_Null
18810_225,1_null,6,C_Null
18810_315,1_null,6,C_Null
18810_45,1_null,6,C_Null
18813_135,multiple_present,1,A_Present
18813_135,present,2,A_Present
18813_135,1_null,3,C_Null
18813_225,present,2,A_Present
18813_225,1_null,4,C_Null
18813_315,present,2,A_Present
18813_315,1_null,4,C_Null
18813_45,multiple_present,1,A_Present
18813_45,present,2,A_Present
18813_45,1_null,3,C_Null
18846_135,1_null,6,C_Null
18846_225,1_null,6,C_Null
18846_315,1_null,6,C_Null
18846_45,1_null,6,C_Null
18920_135,multiple_present,1,A_Present
18920_135,present,2,A_Present
18920_135,1_null,3,C_Null
18920_225,multiple_present,1,A_Present
18920_225,present,3,A_Present
18920_225,1_null,2,C_Null
18920_315,multiple_present,1,A_Present
18920_315,present,3,A_Present
18920_315,1_null,2,C_Null
18920_45,present,3,A_Present
18920_45,1_null,3,C_Null
18944_135,present,2,A_Present
18944_135,1_null,4,C_Null
18944_225,present,2,A_Present
18944_225,1_null,4,C_Null
18944_315,present,2,A_Present
18944_315,1_null,4,C_Null
18944_45,present,2,A_Present
18944_45,1_null,4,C_Null
1894_135,1_null,6,C_Null
1894_225,1_null,6,C_Null
1894_315,1_null,6,C_Null
1894_45,1_null,6,C_Null
18955_135,present,1,A_Present
18955_135,only_missing,1,B_Missing
18955_135,1_null,4,C_Null
18955_225,multiple_present,1,A_Present
18955_225,present,2,A_Present
18955_225,1_null,3,C_Null
18955_315,multiple_present,1,A_Present
18955_315,present,1,A_Present
18955_315,1_null,4,C_Null
18955_45,present,2,A_Present
18955_45,1_null,4,C_Null
1895_135,1_null,6,C_Null
1895_225,1_null,6,C_Null
1895_315,1_null,6,C_Null
1895_45,1_null,6,C_Null
18965_135,present,2,A_Present
18965_135,1_null,4,C_Null
18965_225,present,2,A_Present
18965_225,1_null,4,C_Null
18965_315,present,2,A_Present
18965_315,1_null,4,C_Null
18965_45,present,2,A_Present
18965_45,1_null,4,C_Null
18967_135,1_null,6,C_Null
18967_225,1_null,6,C_Null
18967_315,1_null,6,C_Null
18967_45,1_null,6,C_Null
18969_135,present,2,A_Present
18969_135,only_missing,1,B_Missing
18969_135,1_null,3,C_Null
18969_225,present,2,A_Present
18969_225,1_null,4,C_Null
18969_315,present,1,A_Present
18969_315,only_missing,2,B_Missing
18969_315,1_null,3,C_Null
18969_45,present,2,A_Present
18969_45,only_missing,1,B_Missing
18969_45,1_null,3,C_Null
18989_135,present,2,A_Present
18989_135,only_missing,2,B_Missing
18989_135,1_null,2,C_Null
18989_225,present,2,A_Present
18989_225,only_missing,1,B_Missing
18989_225,1_null,3,C_Null
18989_315,present,2,A_Present
18989_315,only_missing,1,B_Missing
18989_315,1_null,3,C_Null
18989_45,only_missing,2,B_Missing
18989_45,1_null,4,C_Null
18998_135,present,2,A_Present
18998_135,1_null,4,C_Null
18998_225,present,2,A_Present
18998_225,1_null,4,C_Null
18998_315,present,2,A_Present
18998_315,only_missing,2,B_Missing
18998_315,1_null,2,C_Null
18998_45,only_missing,3,B_Missing
18998_45,1_null,3,C_Null
1899_135,multiple_present,1,A_Present
1899_135,present,2,A_Present
1899_135,1_null,3,C_Null
1899_225,present,2,A_Present
1899_225,1_null,4,C_Null
1899_315,present,1,A_Present
1899_315,1_null,5,C_Null
1899_45,present,1,A_Present
1899_45,1_null,5,C_Null
19003_135,present,1,A_Present
19003_135,1_null,5,C_Null
19003_225,present,2,A_Present
19003_225,1_null,4,C_Null
19003_315,present,2,A_Present
19003_315,1_null,4,C_Null
19003_45,present,2,A_Present
19003_45,1_null,4,C_Null
19009_135,multiple_present,1,A_Present
19009_135,present,1,A_Present
19009_135,1_null,4,C_Null
19009_225,multiple_present,1,A_Present
19009_225,1_null,5,C_Null
19009_315,multiple_present,1,A_Present
19009_315,present,1,A_Present
19009_315,1_null,4,C_Null
19009_45,multiple_present,1,A_Present
19009_45,present,1,A_Present
19009_45,1_null,4,C_Null
19023_135,multiple_present,1,A_Present
19023_135,present,2,A_Present
19023_135,1_null,3,C_Null
19023_225,present,3,A_Present
19023_225,1_null,3,C_Null
19023_315,present,2,A_Present
19023_315,1_null,4,C_Null
19023_45,present,2,A_Present
19023_45,1_null,4,C_Null
19025_135,present,2,A_Present
19025_135,1_null,4,C_Null
